K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
63,KALIMANTAN SELATAN,,,,,,,
63.05,KAB. TAPIN,,,12,9,126,"2.155,939","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
63.05.01,,,,1Binuang,3,8,,
63.05.01.1001,,,,,1Binuang,,,
,,,,,,Tarungin,,"Menjadi wil. Kec. Hatungun, Perda No.9/2004"
63.05.01.2003,,,,,,1 Tungkap,,
,,,,,,Matang Batas,,"Menjadi wil. Kec. Hatungun, Perda No.9/2004"
,,,,,,Hatungun,,"Menjadi wil. Kec. Hatungun, Perda No.9/2004"
63.05.01.2006,,,,,,2 A. Yani Pura,,
63.05.01.2007,,,,,,3 Pulau Pinang,,"Perbaikan nama desa semula Pulaupinang menjadi Pulau Pinang,
sesuai:
Surat Pernyataan Bup. Tapin No. 100/1387/Bagpem/2022;
Kep. Bup. Tapin No. 188.45/141/KUM/2021; dan
Surat Sekda Kab. Tapin No. 100/1386/Bagpem/2022 tgl 5 September
2022."
63.05.01.2008,,,,,,4 Pualam Sari,,
63.05.01.2009,,,,,,5 Gunung Batu,,"Perbaikan nama desa semula Gunungbatu menjadi Gunung Batu,
sesuai:
Surat Pernyataan Bup. Tapin No. 100/1387/Bagpem/2022;
Kep. Bup. Tapin No. 188.45/141/KUM/2021; dan
Surat Sekda Kab. Tapin No. 100/1386/Bagpem/2022 tgl 5 September
2022."
,,,,,,Burakai,,"Menjadi wil. Kec. Hatungun, Perda No.9/2004"
,,,,,,Batu Hapu,,"Menjadi wil. Kec. Hatungun, Perda No.9/2004"
63.05.01.2012,,,,,,6 Pulau Pinang Utara,,"Perbaikan nama desa semula Pulaupinang Utara menjadi Pulau Pinang
Utara, sesuai:
Surat Pernyataan Bup. Tapin No. 100/1387/Bagpem/2022;
Kep. Bup. Tapin No. 188.45/141/KUM/2021; dan
Surat Sekda Kab. Tapin No. 100/1386/Bagpem/2022 tgl 5 September
2022."
,,,,,,Kambang Kuning,,"Menjadi wil. Kec. Hatungun, Perda No.9/2004"
,,,,,,Asam Randah,,"Menjadi wil. Kec. Hatungun, Perda No.9/2004"
,,,,,,Bagak,,"Menjadi wil. Kec. Hatungun, Perda No.9/2004"
63.05.01.2016,,,,,,7 Padang Sari,,
63.05.01.1017,,,,,2Karangan Putih,,,"Perda No. 12/2008.
Perbaikan nama kel. semula Karang Putih menjadi Karangan Putih
sesuai Surat Sekda Kab. Tapin No. 100/1386/Bagpem/2022 tgl 5
September 2022."
63.05.01.1018,,,,,3Raya Belanti,,,Perda No. 12/2008
,,,,,,,,
