K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.07.18.2010,,,,,,10 Seukee,,
11.07.18.2011,,,,,,11 Cebrek,,
11.07.18.2012,,,,,,12 Linggong Sagoe,,
11.07.18.2013,,,,,,13 Kulam Baro,,
11.07.18.2014,,,,,,14 Empeh,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.18.2015,,,,,,15 Nien,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.18.2016,,,,,,16 Ceureucok Timur,,
11.07.18.2017,,,,,,17 Ceureukcok Barat,,
11.07.18.2018,,,,,,18 Jaja Baroh,,
11.07.18.2019,,,,,,19 Jaja Tunong,,
11.07.18.2020,,,,,,20 Mesjid Gigieng,,
11.07.18.2021,,,,,,21 Gong,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.18.2022,,,,,,22 Pulo Raya,,
11.07.18.2023,,,,,,23 Pulo Blang,,
11.07.18.2024,,,,,,24 Mamplam,,
11.07.18.2025,,,,,,25 Meunasah Lhee,,
11.07.18.2026,,,,,,26 Pante,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.18.2027,,,,,,27 Kupula,,
11.07.18.2028,,,,,,28 Mantak Raya,,
11.07.18.2029,,,,,,29 Peukan Tuha,,
11.07.18.2030,,,,,,30 Dayah Lampoh Awe,,
11.07.18.2031,,,,,,31 Meunasah Blang,,
11.07.18.2032,,,,,,32 Pulo Gajah Mate,,
11.07.18.2033,,,,,,33 Seuk Ceukok,,
11.07.18.2034,,,,,,34 Pulo Tu,,
11.07.18.2035,,,,,,35 Meunasah Jurong,,"perbaikan nama dari Jurong menjadi Meunasah Jurong,surat Bupati
Pidie No 140/2364 tgl 13 April 2021,Surat Sesditjen Bina Pemerintahan
Desa No 145/2430/BPD tgl 24 Mei 2021"
11.07.18.2036,,,,,,36 Kampong Blang,,
11.07.18.2037,,,,,,37 Padang,,
11.07.18.2038,,,,,,38 Cot Ara,,
11.07.18.2039,,,,,,39 Dayah Blang Cut,,"Perbaikan nama sesuai Srt Ditjen BPD No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
11.07.18.2040,,,,,,40 Teungoh Mangki,,
11.07.18.2041,,,,,,41 Dayah Blang,,
11.07.18.2042,,,,,,42 Madika,,
11.07.18.2043,,,,,,43 Sagoe,,
,,,,,,,,
