Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
74,SULAWESI TENGGARA,3,,
74.00.40001,Pulau Buton,,"05°00'50.00"" S 122°53'17.99"" T",BP
74.00.40002,Pulau Kabaena,,"05°15'28.00"" S 121°56'21.00"" T",BP
74.00.40003,Pulau Muna,,"04°59'25.00"" S 122°31'18.99"" T",BP
74.01,KAB. KOLAKA,14,,
74.01.40001,Pulau Batumandi,,"04°10'53.00"" S 121°29'21.99"" T",TBP
74.01.40002,Pulau Buaya,,"04°10'18.00"" S 121°29'08.99"" T",BP
74.01.40003,Pulau Bubulan,,"04°06'11.99"" S 121°22'55.99"" T",TBP
74.01.40004,Pulau Ijo,,"04°05'01.00"" S 121°24'33.99"" T",TBP
74.01.40005,Pulau Kukusan,,"04°09'16.99"" S 121°29'02.00"" T",TBP
74.01.40006,Pulau Laburoko,,"03°54'40.00"" S 121°13'49.00"" T",TBP
74.01.40007,Pulau Lambasina Besar,,"04°05'35.00"" S 121°22'04.00"" T",BP
74.01.40008,Pulau Lambasina Kecil,,"04°04'53.00"" S 121°20'07.00"" T",BP
74.01.40009,Pulau Lemo,,"04°07'11.07"" S 121°28'47.20"" T",BP
74.01.40010,Pulau Maniang,,"04°12'10.00"" S 121°28'45.99"" T",TBP
74.01.40011,Pulau Padamarang,,"04°07'52.33"" S 121°25'04.00"" T",BP
74.01.40012,Pulau Padanga,,"04°10'02.38"" S 121°33'33.82"" T",
74.01.40013,Pulau Pisang,,"03°52'13.00"" S 121°13'27.00"" T",TBP
74.01.40014,Pulau Watu Tewuoli,,"04°10'26.58"" S 121°26'41.90"" T",TBP
74.02,KAB. KONAWE,7,,
74.02.40001,Pulau Bokori,,"03°56'29.40"" S 122°39'51.68"" T",TBP
74.02.40002,Pulau Dangedangea,,"03°56'25.00"" S 122°39'36.00"" T",TBP
74.02.40003,Pulau Saponda Darat,,"03°58'45.99"" S 122°45'43.99"" T",BP
74.02.40004,Pulau Saponda Laut,,"03°52'43.34"" S 122°49'08.98"" T",TBP
74.02.40005,Pulau Toko-Toko Wawoone,,"03°50'41.03"" S 122°27'05.17"" T",
74.02.40006,Pulau Watu,,"03°55'34.60"" S 122°39'58.63"" T",
74.02.40007,Pulau Wawonni,,"04°06'50.00"" S 123°06'07.99"" T",BP
74.03,KAB. MUNA,198,,
74.03.40001,Pulau Bakealu,,"04°54'51.22"" S 122°48'54.65"" T",BP
74.03.40002,Pulau Bakuku,,"04°38'37.27"" S 122°35'23.05"" T",TBP
74.03.40003,Pulau Balu,,"04°44'04.78"" S 122°21'11.97"" T",BP
74.03.40004,Pulau Bangko,,"04°55'25.00"" S 122°20'02.00"" T",BP
74.03.40005,Pulau Bangkomalampe,,"04°41'34.00"" S 122°21'09.00"" T",TBP
74.03.40006,Pulau Barigau Barat,,"04°53'18.68"" S 122°45'26.33"" T",TBP
74.03.40007,Pulau Barigau Selatan,,"04°53'16.38"" S 122°45'23.53"" T",TBP
74.03.40008,Pulau Barigau Tengah,,"04°53'19.66"" S 122°45'27.58"" T",TBP
74.03.40009,Pulau Barigau Timur,,"04°53'19.04"" S 122°45'28.71"" T",TBP
