K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.11.09.2032,,,,,,32 Ranto Panyang,,Qanun No. 9/2007
11.11.09.2033,,,,,,33 Simpang Mulia,,Qanun No. 9/2007
11.11.09.2034,,,,,,34 Seuneubok Dalam,,Qanun No. 9/2007
11.11.09.2035,,,,,,35 Juli Meunasah Jok,,"Qanun No. 9/2007, Perbaikan nama sesuai Surat Pem Aceh
No.146.1/10560 tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data
Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.11.09.2036,,,,,,36 Juli Uruek Anoe,,"Qanun No. 9/2007, Perbaikan nama sesuai Surat Pem Aceh
No.146.1/10560 tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data
Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.11.10,,,,10Jangka,-,46,,
11.11.10.2001,,,,,,1 Jangka Mesjid,,
11.11.10.2002,,,,,,2 Jangka Keutapang,,
11.11.10.2003,,,,,,3 Jangka Alue U,,
11.11.10.2004,,,,,,4 Jangka Alue,,
11.11.10.2005,,,,,,5 Jangka Alue Bie,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.11.10.2006,,,,,,"6 Gampong
Meulinteung",,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.11.10.2007,,,,,,7 Paya Bieng,,
11.11.10.2008,,,,,,8 Meunasah Krueng,,
11.11.10.2009,,,,,,9 Barat Lanyan,,
11.11.10.2010,,,,,,10 Lamkuta,,
11.11.10.2011,,,,,,11 Geundot,,
11.11.10.2012,,,,,,12 Lueng,,
11.11.10.2013,,,,,,13 Kambuek,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.11.10.2014,,,,,,14 Ruseb Ara,,
11.11.10.2015,,,,,,15 Ruseb Dayah,,
11.11.10.2016,,,,,,16 Bada Barat,,
11.11.10.2017,,,,,,17 Bada Timu,,
11.11.10.2018,,,,,,18 Tanjongan,,
11.11.10.2019,,,,,,19 Tanah Anoe,,
11.11.10.2020,,,,,,20 Lhok Bugeng,,
11.11.10.2021,,,,,,21 Lampoh Rayeuk,,
11.11.10.2022,,,,,,22 Pulo Reudeup,,
11.11.10.2023,,,,,,23 Pulo Seuna,,
11.11.10.2024,,,,,,24 Linggong,,
11.11.10.2025,,,,,,25 Pulo Blang,,
,,,,,,,,
