K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
35.22.06.2002,,,,,,2 Dander,,
35.22.06.2003,,,,,,3 Growok,,Srt Sekda Bojonegoro No 140/1121/2015.412/2016 tgl 12 April 2016
35.22.06.2004,,,,,,4 Sumberarum,,
35.22.06.2005,,,,,,5 Kunci,,
35.22.06.2006,,,,,,6 Jatiblimbing,,
35.22.06.2007,,,,,,7 Ngraseh,,
35.22.06.2008,,,,,,8 Mojoranu,,
35.22.06.2009,,,,,,9 Sendangrejo,,
35.22.06.2010,,,,,,10 Karangsono,,
35.22.06.2011,,,,,,11 Sumberagung,,
35.22.06.2012,,,,,,12 Sumodikaran,,"perbaikan nama dari Somodikaran menjadi Sumodikaran, surat bupati
bojonegoro no 146.4/434/412.2211/2021 tanggal 31 maret 2021"
35.22.06.2013,,,,,,13 Ngumpakdalem,,
35.22.06.2014,,,,,,14 Sumbertlaseh,,
35.22.06.2015,,,,,,15 Ngulanan,,
35.22.06.2016,,,,,,16 Ngablak,,
35.22.07,,,,7Sugihwaras,-,17,,
35.22.07.2001,,,,,,1 Bareng,,
35.22.07.2002,,,,,,2 Drenges,,
35.22.07.2003,,,,,,3 Wedoro,,
35.22.07.2004,,,,,,4 Panunggalan,,
35.22.07.2005,,,,,,5 Alasgung,,
35.22.07.2006,,,,,,6 Siwalan,,
35.22.07.2007,,,,,,7 Glagahan,,
35.22.07.2008,,,,,,8 Panemon,,
35.22.07.2009,,,,,,9 Jatitengah,,
35.22.07.2010,,,,,,10 Sugihwaras,,
35.22.07.2011,,,,,,11 Trate,,
35.22.07.2012,,,,,,12 Bulu,,
35.22.07.2013,,,,,,13 Nglajang,,
35.22.07.2014,,,,,,14 Kedungdowo,,
35.22.07.2015,,,,,,15 Glagahwangi,,
35.22.07.2016,,,,,,16 Balongrejo,,
35.22.07.2017,,,,,,17 Genjor,,
35.22.08,,,,8Kedungadem,-,23,,
35.22.08.2001,,,,,,1 Babad,,
35.22.08.2002,,,,,,2 Pejok,,
35.22.08.2003,,,,,,3 Dayukidul,,Srt Sekda Bojonegoro No 140/1121/2015.412/2016 tgl 12 April 2016
35.22.08.2004,,,,,,4 Panjang,,
35.22.08.2005,,,,,,5 Tondomulo,,
,,,,,,,,
