K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
73,SULAWESI SELATAN,,,,,,,
73.13,KAB. WAJO,,,14,48,142,"2.608,708","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
73.13.01,,,,1Sabangparu,3,12,,
73.13.01.1001,,,,,1Walennae,,,
73.13.01.1002,,,,,2Tolotenreng,,,
73.13.01.1003,,,,,3Sompe,,,
73.13.01.2004,,,,,,1 Liu,,
73.13.01.2005,,,,,,2 Ugi,,
73.13.01.2006,,,,,,3 Ujungpero,,
73.13.01.2007,,,,,,4 Wage,,
73.13.01.2008,,,,,,5 Worongnge,,
73.13.01.2009,,,,,,6 Salotengnga,,
73.13.01.2010,,,,,,7 Pallimae,,
73.13.01.2011,,,,,,8 Mallusesalo,,
73.13.01.2012,,,,,,9 Pasaka,,
73.13.01.2013,,,,,,10 Tadangpalie,,
73.13.01.2014,,,,,,11 Benteng Lompoe,,"Koreksi nama 'Batanglompoe' Srt Ditjen BPD No 140/5118/BPD tgl 18
Juli 2019"
73.13.01.2015,,,,,,12 Bila,,
73.13.02,,,,2Pammana,2,14,,
73.13.02.1001,,,,,1Pammana,,,
73.13.02.1002,,,,,2Cina,,,
73.13.02.2003,,,,,,1 Lempa,,
73.13.02.2004,,,,,,2 Patila,,
73.13.02.2005,,,,,,3 Kampiri,,
73.13.02.2006,,,,,,4 Lapaukke,,"Koreksi nama 'Lapauke' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli
2019"
73.13.02.2007,,,,,,5 Lagosi,,
73.13.02.2008,,,,,,6 Pallawarukka,,"Koreksi nama 'Pallawaruka' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli
2019"
73.13.02.2009,,,,,,7 Wecudai,,
73.13.02.2010,,,,,,8 Lampulung,,
73.13.02.2011,,,,,,9 Watampanua,,
73.13.02.2012,,,,,,10 Tadangpalie,,
73.13.02.2013,,,,,,11 Simpursia,,
73.13.02.2014,,,,,,12 Tobatang,,
73.13.02.2015,,,,,,13 Abbanuangnge,,
,,,,,,,,
