NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,91.03.16,16 Airu,,,,,,6,,,
,91.03.17,17 Raveni Rara,,,,,,4,,,Pemekaran Kec. Depapre Perda No. 2/2006
,91.03.18,18 Gresi Selatan,,,,,,4,,,Pemekaran Kec. Kemtuk Gresi Perda No. 2/2006
,91.03.19,19 Yokari,,,,,,5,,,Pemekaran Kec. Demta Perda No. 2/2006
,91.04,4 KAB. NABIRE,Nabire,,,,,,,,"Luas Wilayah Indikatif sesuai Surat Badan Informasi Geospasial No.
B-8.31/PBW-BIG/IGD.04.04/6/2021 Tanggal 8 Juni 2021"
,,Dipa,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Makimi,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Yaur,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Teluk Kimi,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Teluk Umar,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Uwapa,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Wanggar,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Wapoga,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Yaro,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Menou,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Moora,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Nabire,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Nabire Barat,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Napan,,,,,,,,,"Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
,,Siriwo,,,,,,,,,Menjadi wil. Prov. Papua Tengah; UU No 15 Tahun 2022 Tentang
