K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32.11.09.2001,,,,,,1 Wanasari,,
32.11.09.2002,,,,,,2 Wanajaya,,
32.11.09.2003,,,,,,3 Pamekarsari,,
32.11.09.2004,,,,,,4 Tanjung,,
32.11.09.2005,,,,,,5 Surian,,
32.11.09.2006,,,,,,6 Suriamukti,,PMD
32.11.09.2007,,,,,,7 Suriamedal,,PMD
32.11.09.2008,,,,,,8 Ranggasari,,PMD
32.11.09.2009,,,,,,9 Nanjungwangi,,"Perbaikan nama desa semula Nanjung Wangi menjadi Nanjungwangi,
sesuai:
Surat Sekda Kab. Sumedang No. B/1210/PEM.02.01.05/II/2021;
Perda Kab. Sumedang No. 12/2012; dan
Perda Kab. Sumedang No. 16/2011."
32.11.10,,,,10Buahdua,-,14,,
32.11.10.2001,,,,,,1 Buahdua,,
32.11.10.2002,,,,,,2 Hariang,,
32.11.10.2003,,,,,,3 Karangbungur,,
32.11.10.2004,,,,,,4 Mekarmukti,,
32.11.10.2005,,,,,,5 Citaleus,,
32.11.10.2006,,,,,,6 Nagrak,,
32.11.10.2007,,,,,,7 Cibitung,,
32.11.10.2008,,,,,,8 Sekarwangi,,
32.11.10.2009,,,,,,9 Gendereh,,
32.11.10.2010,,,,,,10 Panyindangan,,
32.11.10.2011,,,,,,11 Cilangkap,,
32.11.10.2012,,,,,,12 Bojongloa,,
32.11.10.2013,,,,,,13 Cikurubuk,,
32.11.10.2014,,,,,,14 Ciawitali,,PMD
32.11.11,,,,11Tanjungsari,-,12,,
32.11.11.2001,,,,,,1 Gudang,,
32.11.11.2002,,,,,,2 Tanjungsari,,
32.11.11.2003,,,,,,3 Jatisari,,
32.11.11.2004,,,,,,4 Margaluyu,,
32.11.11.2005,,,,,,5 Kutamandiri,,
32.11.11.2006,,,,,,6 Margajaya,,
32.11.11.2007,,,,,,7 Raharja,,
32.11.11.2008,,,,,,8 Cijambu,,
32.11.11.2009,,,,,,9 Pasigaran,,
,,,,,,,,
