K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14.08.02.2005,,,,,,4 Teluk Mesjid,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,Bandar Sungai,,"Menjadi wil. Kec. Sabak Auh, Perda No.4/2005"
,,,,,,Rempak,,"Menjadi wil. Kec. Sabak Auh, Perda No.4/2005"
14.08.02.2008,,,,,,5 Sungai Kayu Ara,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.08.02.2009,,,,,,6 Lalang,,
14.08.02.2010,,,,,,7 Mengkapan,,
14.08.02.2011,,,,,,8 Sungai Rawa,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.08.02.2012,,,,,,9 Penyengat,,
,,,,,,Laksamana,,"Manjadi wil. Kec. Sabah Auh, Perda No. 4/2005"
14.08.02.2014,,,,,,10 Teluk Batil,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,Belading,,"Menjadi wil. Kec. Sabak Auh, Perda No.4/2005"
14.08.02.2016,,,,,,11 Bunsur,,"Perbaikan nama sesuai Perda No. 6/2009 dan Srt Ditjen Pemdes No.
145/1820/SET tgl 15 Nov 2018 hal penyampaian hasil validasi"
14.08.02.2017,,,,,,12 Harapan,,
,,,,,,Sungai Tengah,,"Menjadi wil. Kec. Sabak Auh, Perda No.4/2005"
14.08.02.2019,,,,,,13 Kayu Ara Permai,,"Pemekaran desa Perda No.6/2009, Perbaikan nama sesuai Validasi
Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil validasi data nama
desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.08.02.2020,,,,,,14 Rawa Mekar Jaya,,"Pemekaran desa Perda No.6/2009, Perbaikan nama sesuai Validasi
Ditjen BPD tgl 23 Juni 2016, Perbaikan nama hasil validasi data nama
desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.08.03,,,,3Minas,1,4,,
14.08.03.1001,,,,,1Minas Jaya,,,
14.08.03.2002,,,,,,1 Minas Timur,,
14.08.03.2003,,,,,,2 Minas Barat,,
14.08.03.2004,,,,,,3 Mandi Angin,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,,,
