K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.06.06.2022,,,,,,22 Aneuk Galong Titi,,
11.06.06.2023,,,,,,23 Blang Cut,,
11.06.06.2024,,,,,,24 Klieng Mayang,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.06.2025,,,,,,25 Aneuk Batee,,
11.06.06.2026,,,,,,26 Meunasah Tuha,,
11.06.06.2027,,,,,,27 Lampisang,,
11.06.06.2028,,,,,,28 Meunasah Bakthu,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.06.2029,,,,,,29 Lambarih Bak Mee,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017, Srt Ditjen BPD No. 145/1820/SET tgl 15 Nov 2018 hal
penyampaian hasil validasi"
11.06.06.2030,,,,,,30 Luthu Dayah Krueng,,
11.06.06.2031,,,,,,31 Luthu Lamweu,,
11.06.06.2032,,,,,,32 Panterawa,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.06.2033,,,,,,33 Lambirah,,
11.06.06.2034,,,,,,34 Kayee Adang,,
11.06.06.2035,,,,,,35 Lam Tanjong,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.07,,,,7Darul Imarah,-,32,,
11.06.07.2001,,,,,,"1 Lampeuneurut Ujong
Blang",,
11.06.07.2002,,,,,,"2 Lampeuneurut
Gampong",,
11.06.07.2003,,,,,,3 Lamreung,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.07.2004,,,,,,4 Lamcot,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.07.2005,,,,,,5 Lam Blang Trieng,,
11.06.07.2006,,,,,,6 Lam Blang Mayang,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.06.07.2007,,,,,,7 Bayu,,
11.06.07.2008,,,,,,8 Lagang,,
11.06.07.2009,,,,,,9 Lamsiteh,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
,,,,,,,,
