K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Wee Rame,,
,,,,,,Wee Kokora,,
,,,,,,Wee Limbu,,
,,,,,,Lete Komouna,,
,,,,,,Mata Pyawu,,
,,,,,,Wee Lima,,
,,,,,,Wee Patando,,
,,,,,,Bolora,,
,,,,,,Dikira,,
,,,,,,Kanelu,,
,,,,,,Dangga Mangu,,
,,,,Wewewa Utara,,,,"Menjadi wil. Kab. Sumba Barat Daya, UU No. 16/2007"
,,,,,,Mali Mada,,
,,,,,,Wano Talla,,
,,,,,,Wee Paboba,,
,,,,,,Mata Loko,,
,,,,,,Wee Namba,,
,,,,,,Puu Potto,,
53.12.10,,,,2Loli,5,9,,
53.12.10.2001,,,,,,1 Bera Dolu,,
53.12.10.2002,,,,,,2 Doka Kaka,,
53.12.10.2003,,,,,,3 Tana Rara,,
53.12.10.2004,,,,,,4 Bali Ledo,,
53.12.10.2005,,,,,,5 Dedekadu,,
53.12.10.2006,,,,,,6 Ubu Pede,,
53.12.10.1007,,,,,1Wee Karou,,,
53.12.10.1008,,,,,2Sobawawi,,,
53.12.10.2009,,,,,,7 Tema Tana,,"PMD, Perda No. 10/2009"
53.12.10.2010,,,,,,8 Ubu Raya,,"PMD, Perda No. 11/2009"
53.12.10.1011,,,,,3Loda Pare,,,"PMD, Perda No. 14/2009"
53.12.10.1012,,,,,4Wee Dabo,,,"PMD, Perda No. 15/2009"
53.12.10.1013,,,,,5Dira Tana,,,"PMD, Perda No. 16/2009"
53.12.10.2014,,,,,,9 Manola,,Pemekaran desa Bali Ledo Perda No. 2/2011
53.12.11,,,,3Wanokaka,-,14,,
53.12.11.2001,,,,,,1 Katiku Loku,,
53.12.11.2002,,,,,,2 Hupu Mada,,
53.12.11.2003,,,,,,3 Praibakul,,
53.12.11.2004,,,,,,4 Hoba Wawi,,
53.12.11.2005,,,,,,5 Waihura,,
53.12.11.2006,,,,,,6 Pahola,,
