K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Anuk,,
,,,,,,Sergemeh,,Menjadi wil. Kec. Didohu
,,,,,,Danmou,,Menjadi wil. Kec. Didohu
,,,,,,Miseda,,Menjadi wil. Kec. Didohu
,,,,,,Dugrimog,,Menjadi wil. Kec. Didohu
,,,,,,Tomsir,,Menjadi wil. Kec. Didohu
,,,,,,Demdamei,,Menjadi wiL Kec. Didohu
,,,,,,Cigera,,Menjadi wil. Kec. Didohu
,,,,,,Gedeira,,Menjadi wil. Kec. Didohu
,,,,,,Umousi,,Menjadi wil. Kec. Dataran Isim
,,,,,,Inyuara,,Menjadi wil. Kec. Dataran Isim
,,,,,,Duhugesa,,Menjadi wil. Kec. Dataran Isim
,,,,,,Seimeba,,Menjadi wil. Kec. Tohota
,,,,,,Menesrij,,
,,,,,,Sibjo,,Menjadi wil. Kec. Dataran Isim
,,,,,,Cirnohu,,Menjadi wil. Kec. Didohu
,,,,,,Tomstera,,
,,,,Amberbaken,,,,"Menjadi wil. Kab. Tambrauw Putusan MK No.127/PUU-VII/2009
Tanggal 25 Januari 2010"
,,,,,,Bondopi,,"Menjadi wil. Kab. Tambrauw Putusan MK No.127/PUU-VII/2009
Tanggal 25 Januari 2010"
,,,,,,Saukorem,,"Menjadi wil. Kab. Tambrauw Putusan MK No.127/PUU-VII/2009
Tanggal 25 Januari 2010"
,,,,,,Arfu,,Menjadi wil. Kec. Mubrani
,,,,,,Mangganek,,
,,,,,,Bawey,,Menjadi wil. Kec. Mubrani
,,,,,,Sasui,,"Menjadi wil. Kab. Tambrauw Putusan MK No.127/PUU-VII/2009
Tanggal 25 Januari 2010"
,,,,,,Wefiani,,"Menjadi wil. Kab. Tambrauw Putusan MK No.127/PUU-VII/2009
Tanggal 25 Januari 2010"
,,,,,,Wasnembri,,Menjadi wil. Kec. Mubrani
,,,,,,Serayo,,"Menjadi wil. Kab. Tambrauw Putusan MK No.127/PUU-VII/2009
Tanggal 25 Januari 2010"
,,,,,,Waru,,Menjadi wil. Kec. Mubrani
,,,,,,Wasarak,,"Menjadi wil. Kab. Tambrauw Putusan MK No.127/PUU-VII/2009
Tanggal 25 Januari 2010"
,,,,,,Atori,,Menjadi wil. Kec. Mubrani
,,,,,,Meriambeker,,Menjadi wil. Kec. Mubrani
,,,,,,Bonjopoi,,
,,,,,,Arupi,,"Menjadi wil. Kab. Tambrauw Putusan MK No.127/PUU-VII/2009
Tanggal 25 Januari 2010"
,,,,Minyambouw,,,,Menjadi wil. Kab. Peg. Arfak UU. No. 24/2012
,,,,,,Minyambouw,,
,,,,,,,,
