K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.04.08.2013,,,,,,13 Linung Bulen I,,
11.04.08.2014,,,,,,14 Linung Bulen II,,
11.04.08.2015,,,,,,15 Mengaya,,
11.04.08.2016,,,,,,16 Mude Nosar,,
11.04.08.2017,,,,,,17 Serule,,
11.04.08.2018,,,,,,18 Wakil Jalil,,
11.04.08.2019,,,,,,19 Wihlah Setie,,
11.04.08.2020,,,,,,20 Gegarang,,
11.04.08.2021,,,,,,21 Jamur Konyel,,
11.04.08.2022,,,,,,22 Merodot,,
11.04.08.2023,,,,,,23 Sintep,,
11.04.08.2024,,,,,,24 Gele Pulo,,"Pemekaran Desa, Qonun No. 1/2011"
,,,,Syiah Utama,,,,"Menjadi wil. Kab. Bener Meriah, UU No. 41 / 2003."
,,,,,,,,
11.04.10,,,,6Ketol,-,25,,
11.04.10.2001,,,,,,1 Bah,,
11.04.10.2002,,,,,,2 Blang Mancung,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.04.10.2003,,,,,,3 Bintang Pepara,,
11.04.10.2004,,,,,,4 Burlah,,
11.04.10.2005,,,,,,5 Buter,,
11.04.10.2006,,,,,,6 Cang Duri,,
11.04.10.2007,,,,,,7 Gelumpang Payung,,"Perbaikan nama desa semula Geulumpang Payung menjadi Gelumpang
Payung, sesuai:
Qanun No. 6 Tahun 2000; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.04.10.2008,,,,,,8 Jaluk,,
11.04.10.2009,,,,,,9 Kala Ketol,,
11.04.10.2010,,,,,,10 Karang Ampar,,
11.04.10.2011,,,,,,11 Kekuyang,,
11.04.10.2012,,,,,,12 Kute Gelime,,
11.04.10.2013,,,,,,13 Pantan Penyo,,
11.04.10.2014,,,,,,14 Pantan Reduk,,
11.04.10.2015,,,,,,15 Pondok Balik,,
11.04.10.2016,,,,,,16 Rejewali,,
11.04.10.2017,,,,,,17 Serempah,,
11.04.10.2018,,,,,,18 Bergang,,
11.04.10.2019,,,,,,"19 Blang Mancung
Bawah",,
11.04.10.2020,,,,,,20 Buge Ara,,
,,,,,,,,
