K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Rantau Dodor,,"Menjadi wil Kec. Pendopo Barat, Perda No. 2/2012"
,,,,,,Lingge,,"Menjadi wil Kec. Pendopo Barat, Perda No. 2/2012"
,,,,,,Tanjungraya,,"Menjadi wil Kec. Pendopo Barat, Perda No. 2/2012"
,,,,,,Karang Caya,,"Menjadi wil Kec. Pendopo Barat, Perda No. 2/2012"
,,,,,,Air Kandis,,"Menjadi wil Kec. Pendopo Barat, Perda No. 2/2012"
,,,,,,Padang Bindu,,"Menjadi wil Kec. Pendopo Barat, Perda No. 2/2012"
,,,,,,Tebat Payang,,"Menjadi wil Kec. Pendopo Barat, Perda No. 2/2012"
,,,,,,Muaralintang Baru,,"Menjadi wil Kec. Pendopo Barat, Perda No. 2/2012"
,,,,,,Muaralintang Lama,,"Menjadi wil Kec. Pendopo Barat, Perda No. 2/2012"
16.11.02.1018,,,,,1Beruge Ilir,,,"Perubahan status menjadi kelurahan, Perda 7/2011, Surat Pemprov
Sumsel No. 3264/188.32/I/2016 hal Revisi Permendagri tgl 4 Nov 2016
dan Rekomendasi dan Rekomedasi Ditjen Bina Pemdes
No.146/3672/BPD hal Masukan atas Rancangan Permendagri tgl 21
Juni 2017"
,,,,,,Pagar Alam,,"Penggabungan Desa Beruge Tengah dgn Desa Pagar Alam menjadi
Kelurahan Pagar Tengah, sesuai Perda No. 11/2011, Surat Pemprov
Sumsel no. 3264/188.32/I/2016 tgl 4 Nov 2016 dan Rekomedasi Ditjen
Bina Pemdes No.146/3672/BPD tgl 21 Juni 2017"
16.11.02.2020,,,,,,8 Bayau,,
,,,,,,Beruge Tengah,,"Penggabungan Desa Beruge Tengah dgn Desa Pagar Alam menjadi
Kelurahan Pagar Tengah, sesuai Perda No. 11/2011, Surat Pemprov
Sumsel no. 3264/188.32/I/2016 tgl 4 Nov 2016 dan Rekomedasi Ditjen
Bina Pemdes No.146/3672/BPD tgl 21 Juni 2017"
16.11.02.2022,,,,,,9 Gn. Meraksa Baru,,
16.11.02.2023,,,,,,10 Landur,,
16.11.02.2024,,,,,,11 Muara Karang,,"Perbaikan nama sesuai Srt Ditjen Pemdes No.145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
16.11.02.2025,,,,,,12 Sarang Bulan,,
16.11.02.2026,,,,,,13 Tanjung Baru,,"Perbaikan nama sesuai Srt Ditjen Pemdes No.145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
16.11.02.2027,,,,,,14 Batu Cawang,,
16.11.02.2028,,,,,,15 Manggilan,,
16.11.02.2029,,,,,,16 Gn Merakasa Lama,,
16.11.02.1030,,,,,2Pendopo,,,"Perubahan status menjadi kelurahan, Perda 5/2011, Surat Pemprov
Sumsel No. 3264/188.32/I/2016 hal Revisi Permendagri tgl 4 Nov 2016
dan Rekomendasi dan Rekomedasi Ditjen Bina Pemdes
No.146/3672/BPD hal Masukan atas Rancangan Permendagri tgl 21
Juni 2017"
16.11.02.1031,,,,,3Pagar Tengah,,,"Penggabungan Desa Beruge Tengah dgn Desa Pagar Alam menjadi
Kelurahan Pagar Tengah, sesuai Perda No. 11/2011, Surat Pemprov
Sumsel no. 3264/188.32/I/2016 tgl 4 Nov 2016 dan Rekomedasi Ditjen
Bina Pemdes No.146/3672/BPD tgl 21 Juni 2017"
16.11.03,,,,3Ulu Musi,-,14,,"Semula wil. Kab. Lahat, UU No.1 / 2007"
16.11.03.2001,,,,,,1 Air Kelinsar,,"Perbaikan nama sesuai Srt Ditjen Pemdes No.145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
,,,,,,,,
