K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.13.04.2027,,,,,,21 Lestari,,Qanun No. 2/2007
11.13.04.2028,,,,,,22 Gawar Belangi,,Qanun No. 2/2007
11.13.04.2029,,,,,,23 Blang Kala,,Qanun No. 2/2007
11.13.05,,,,5Pining,-,9,,
11.13.05.2001,,,,,,1 Pining,,
11.13.05.2002,,,,,,2 Pertik,,
11.13.05.2003,,,,,,3 Ekan,,
11.13.05.2004,,,,,,4 Uring,,
11.13.05.2005,,,,,,5 Gajah,,
11.13.05.2006,,,,,,6 Pintu Rime,,
11.13.05.2007,,,,,,7 Pepelah,,
11.13.05.2008,,,,,,8 Pasir Putih,,
11.13.05.2009,,,,,,9 Lesten,,
11.13.06,,,,6Blangpegayon,-,12,,
11.13.06.2001,,,,,,1 Gantung Geluni,,Semula wil. Kec. Blang Kejeren.
11.13.06.2002,,,,,,2 Kutabukit,,"Semula wil. Kec. Blang Kejeren, Perbaikan nama sesuai Surat Pem
Aceh No. 146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama
Desa/Gampong di Aceh.
Perbaikan nama desa semula Kutebukit menjadi Kutabukit sesuai
Qanun No. 9 Tahun 2004."
11.13.06.2003,,,,,,3 Bener Baru,,Semula wil. Kec. Blang Kejeren.
11.13.06.2004,,,,,,4 Blangbengkik,,"Semula wil. Kec. Blang Kejeren, Perbaikan nama sesuai Surat Pem
Aceh No. 146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama
Desa/Gampong di Aceh.
Perbaikan nama desa semula Blang Bengkik menjadi Blangbengkik,
sesuai:
Qanun No. 9 Tahun 2004; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
11.13.06.2005,,,,,,5 Kong,,Semula wil. Kec. Kuta Panjang.
11.13.06.2006,,,,,,6 Ume Lah,,Qanun 2/2007
11.13.06.2007,,,,,,7 Cinta Maju,,Qanun 2/2007
11.13.06.2008,,,,,,8 Porang Ayu,,Qanun 2/2007
11.13.06.2009,,,,,,9 Tetingi,,Qanun 2/2007
11.13.06.2010,,,,,,10 Anak Reje,,Qanun 2/2007
11.13.06.2011,,,,,,"11 Bemem Buntul
Pegayon",,"Qanun 2/2007.
Perubahan nama desa semula Rak Lintang menjadi Bemem Buntul
Pegayon sesuai Surat Sekda Pem. Aceh No. 140/14270 tgl 07
September 2022."
11.13.06.2012,,,,,,12 Akang Siwah,,Qanun 2/2007
11.13.07,,,,7Puteri Betung,-,9,,
11.13.07.2001,,,,,,1 Gumpang,,
,,,,,,,,
