K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
18,LAMPUNG,,,,,,,
18.09,KAB. PESAWARAN,,,11,0,148,"1.288,079","UU No. 33/2007.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
18.09.01,,,,1Gedong Tataan,-,19,,Semula wil. Kab. Lampung Selatan
18.09.01.2001,,,,,,1 Padang Ratu,,
18.09.01.2002,,,,,,2 Pampangan,,
18.09.01.2003,,,,,,3 Cipadang,,
18.09.01.2004,,,,,,4 Way Layap,,
18.09.01.2005,,,,,,5 Sukadadi,,
18.09.01.2006,,,,,,6 Gedung Tataan,,
18.09.01.2007,,,,,,7 Bagelen,,
18.09.01.2008,,,,,,8 Sukaraja,,
18.09.01.2009,,,,,,9 Kebagusan,,
18.09.01.2010,,,,,,10 Sungai Langka,,
18.09.01.2011,,,,,,11 Kurungan Nyawa,,
18.09.01.2012,,,,,,12 Negeri Sakti,,
18.09.01.2013,,,,,,13 Bernung,,
18.09.01.2014,,,,,,14 Suka Banjar,,"Koreksi nama, ND Rekom No 140/4495/BPD tanggal 29 Juni 2016"
18.09.01.2015,,,,,,15 Wiyono,,
18.09.01.2016,,,,,,16 Taman Sari,,
18.09.01.2017,,,,,,17 Bogorejo,,
18.09.01.2018,,,,,,18 Karang Anyar,,
18.09.01.2019,,,,,,19 Kutoarjo,,"Koreksi nama, ND Rekom No 140/4495/BPD tanggal 29 Juni 2016"
18.09.02,,,,2Negeri Katon,-,21,,Semula wil. Kab. Lampung Selatan
18.09.02.2001,,,,,,1 Kagungan Ratu,,
18.09.02.2002,,,,,,2 Kali Rejo,,
18.09.02.2003,,,,,,3 Purworejo,,
18.09.02.2004,,,,,,4 Pujo Rahayu,,
18.09.02.2005,,,,,,5 Negeri Katon,,
18.09.02.2006,,,,,,6 Ponco Kresno,,
18.09.02.2007,,,,,,7 Halangan Ratu,,
18.09.02.2008,,,,,,8 Pejambon,,
18.09.02.2009,,,,,,9 Negara Saka,,
18.09.02.2010,,,,,,10 Sinar Bandung,,
18.09.02.2011,,,,,,11 Tanjung Rejo,,
18.09.02.2012,,,,,,12 Rowo Rejo,,"Koreksi nama, ND Rekom No 140/4495/BPD tanggal 29 Juni 2016"
18.09.02.2013,,,,,,13 Tresno Maju,,
,,,,,,,,
