NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,35.02.17,17 Ponorogo,,,,,19,,,,
,35.02.18,18 Jenangan,,,,,2,15,,,
,35.02.19,19 Ngebel,,,,,,8,,,
,35.02.20,20 Jambon,,,,,,13,,,
,35.02.21,21 Pudak,,,,,,6,,,
,35.03,3 KAB. TRENGGALEK,Trenggalek,,,14,5,152,1.249,747.649,"Luas Wilayah Definitif, PAWAP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,35.03.01,1 Panggul,,,,,,17,,,
,35.03.02,2 Munjungan,,,,,,11,,,
,35.03.03,3 Pule,,,,,,10,,,
,35.03.04,4 Dongko,,,,,,10,,,
,35.03.05,5 Tugu,,,,,,15,,,
,35.03.06,6 Karangan,,,,,,12,,,
,35.03.07,7 Kampak,,,,,,7,,,
,35.03.08,8 Watulimo,,,,,,12,,,
,35.03.09,9 Bendungan,,,,,,8,,,
,35.03.10,10 Gandusari,,,,,,11,,,
,35.03.11,11 Trenggalek,,,,,5,8,,,
,35.03.12,12 Pogalan,,,,,,10,,,
,35.03.13,13 Durenan,,,,,,14,,,
,35.03.14,14 Suruh,,,,,,7,,,
,35.04,4 KAB. TULUNGAGUNG,Tulungagung,,,19,14,257,1.145,1.127.628,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,35.04.01,1 Tulungagung,,,,,14,,,,
,35.04.02,2 Boyolangu,,,,,,17,,,
,35.04.03,3 Kedungwaru,,,,,,19,,,
,35.04.04,4 Ngantru,,,,,,13,,,
,35.04.05,5 Kauman,,,,,,13,,,
,35.04.06,6 Pagerwojo,,,,,,11,,,
,35.04.07,7 Sendang,,,,,,11,,,
,35.04.08,8 Karangrejo,,,,,,13,,,
,35.04.09,9 Gondang,,,,,,20,,,
,35.04.10,10 Sumbergempol,,,,,,17,,,
,35.04.11,11 Ngunut,,,,,,18,,,
,35.04.12,12 Pucanglaban,,,,,,9,,,
