NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,73.06.13,13 Pattallasang,,,,,,8,,,"Perbaikan nama kec. semula Pattalasang menjadi Pattallasang sesuai,
sesuai:
Perda 7 Tahun 2005; dan
Surat Sekda Prov. Sulsel No. 138/8796/B.Pem.Otda tgl 31 Agustus
2022."
,73.06.14,14 Manuju,,,,,,7,,,
,73.06.15,15 Bontolempangang,,,,,,8,,,
,73.06.16,16 Bontonompo Selatan,,,,,1,8,,,
,73.06.17,17 Parigi,,,,,,5,,,
,73.06.18,18 Bajeng Barat,,,,,,7,,,
,73.07,7 KAB. SINJAI,Sinjai,,,9,13,67,865,267.343,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,73.07.01,1 Sinjai Barat,,,,,2,7,,,
,73.07.02,2 Sinjai Selatan,,,,,1,10,,,
,73.07.03,3 Sinjai Timur,,,,,1,12,,,
,73.07.04,4 Sinjai Tengah,,,,,1,10,,,
,73.07.05,5 Sinjai Utara,,,,,6,,,,
,73.07.06,6 Bulupoddo,,,,,,7,,,
,73.07.07,7 Sinjai Borong,,,,,1,7,,,
,73.07.08,8 Tellu Limpoe,,,,,1,10,,,
,73.07.09,9 Pulau Sembilan,,,,,,4,,,
,73.08,8 KAB. BONE,Watampone,,,27,44,328,4.567,813.771,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,73.08.01,1 Bontocani,,,,,1,10,,,
,73.08.02,2 Kahu,,,,,1,19,,,
,73.08.03,3 Kajuara,,,,,1,17,,,
,73.08.04,4 Salomekko,,,,,1,7,,,
,73.08.05,5 Tonra,,,,,,11,,,
,73.08.06,6 Libureng,,,,,2,18,,,
,73.08.07,7 Mare,,,,,1,17,,,
,73.08.08,8 Sibulue,,,,,1,19,,,
,73.08.09,9 Barebbo,,,,,1,17,,,
,73.08.10,10 Cina,,,,,1,11,,,
,73.08.11,11 Ponre,,,,,,9,,,
,73.08.12,12 Lappariaja,,,,,,9,,,
,73.08.13,13 Lamuru,,,,,1,11,,,
