NO,KODE,"N A M A
KABUPATEN / KOTA",J U M L A H,,,"LUAS
WILAYAH
(Km2)*","JUMLAH
PENDUDUK
(Jiwa)**",K E T E R A N G A N
,,,KEC,KEL,DESA,,,
"1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21","32.01
32.02
32.03
32.04
32.05
32.06
32.07
32.08
32.09
32.10
32.11
32.12
32.13
32.14
32.15
32.16
32.17
32.18
32.71
32.72
32.73","KAB. BOGOR
KAB. SUKABUMI
KAB. CIANJUR
KAB. BANDUNG
KAB. GARUT
KAB. TASIKMALAYA
KAB. CIAMIS
KAB. KUNINGAN
KAB. CIREBON
KAB. MAJALENGKA
KAB. SUMEDANG
KAB. INDRAMAYU
KAB. SUBANG
KAB. PURWAKARTA
KAB. KARAWANG
KAB. BEKASI
KAB. BANDUNG BARAT
KAB. PANGANDARAN
KOTA BOGOR
KOTA SUKABUMI
KOTA BANDUNG","40
47
32
31
42
39
27
32
40
26
26
31
30
17
30
23
16
10
6
7
30","19
5
6
10
21
0
7
15
12
13
7
8
8
9
12
8
0
0
68
33
151","416
381
354
270
421
351
258
361
412
330
270
309
245
183
297
179
165
93
0
0
0","2.991,778
4.164,152
3.631,915
1.740,843
3.101,235
2.705,855
1.595,937
1.192,897
1.076,759
1.330,170
1.566,204
2.076,056
2.165,548
993,092
1.913,713
1.251,054
1.283,439
1.128,154
111,366
48,314
166,593","5.385.219
2.733.402
2.472.052
3.655.878
2.675.547
1.881.881
1.264.017
1.204.584
2.380.074
1.328.894
1.176.018
1.888.890
1.599.318
1.008.058
2.462.492
3.079.730
1.799.495
433.091
1.099.422
355.735
2.530.448","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
PP Mo. 66/1998
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai SSurat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
UU No. 12/2007
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif, PBW, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
