K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
91,P A P U A,,,,,,,
91.15,KAB. WAROPEN,,,11,0,100,"10.778,767","Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
91.15.01,,,,1Waropen Bawah,-,7,,
,,,,,,Wapoga,,"Menjadi wil. Kec. Inggerus, Perda No. 4/2006"
,,,,,,Somiangga,,"Menjadi wil. Kec. Inggerus, Perda No. 4/2006"
91.15.01.2003,,,,,,1 Waren I,,
91.15.01.2004,,,,,,2 Waren II,,
,,,,,,Ureifaisei III/ Paradoi,,"Menjadi wil. Kec. Urei Faisei, PPerda No. 4/2006"
,,,,,,Urfas II,,"Menjadi wil. Kec. Urei Faisei, Perda No. 4/2006"
,,,,,,Ureifaisei I/Sanggai,,"Menjadi wil. Kec. Urei Faisei, Perda No. 4/2006"
,,,,,,Awaso,,"Menjadi wil. Kec. Inggerus, Perda No. 4/2006"
,,,,,,Sowiwa,,Menjadi wil Kec. Audate Perda No. 4/2009
,,,,,,Nau,,Menjadi wil Kec. Audate Perda No. 4/2009
91.15.01.2011,,,,,,3 Nonomi,,
,,,,,,Mambui,,"Menjadi wil. Kec. Urei Faisei, Perda No. 4/2006"
,,,,,,Botawa,,Menjadi wil Kec. Audate Perda No. 4/2009
,,,,,,Toire,,"Menjadi wil. Kec. Inggerus, Perda No. 4/2006"
,,,,,,Harapan Jaya,,"Menjadi wil. Kec. Inggerus, Perda No. 4/2006"
,,,,,,Awera,,"Menjadi wil. Kec. Inggerus, Perda No. 4/2006"
,,,,,,Otodemo,,"Menjadi wil. Kec. Inggerus, Perda No. 4/2006"
,,,,,,Syewa,,"Menjadi wil. Kec. Inggerus, Perda No. 4/2006"
,,,,,,Pirare,,"Menjadi wil. Kec. Inggerus, Perda No. 4/2006"
91.15.01.2020,,,,,,4 Sarafambai,,
,,,,,,Apainabo,,"Menjadi wil. Kec. Urei Faisei, Perda No. 4/2006"
,,,,,,Nubuai,,"Menjadi wil. Kec. Urei Faisei, Perda No. 4/2006"
,,,,,,Baino Jaya,,Menjadi wil Kec. Audate Perda No. 4/2009
,,,,,,Demisa,,"Menjadi wil. Kec. Inggerus, Perda No. 4/2006"
91.15.01.2025,,,,,,5 Uri,,
,,,,,,Oiboa,,"Menjadi wil. Kec. Inggerus, Perda No. 4/2006"
91.15.01.2027,,,,,,6 Batu Zaman,,
,,,,,,"Khemoon Jaya (SP
V)",,"Menjadi wil. Kec. Urei Faisei, Perda No. 4/2006"
91.15.01.2029,,,,,,7 Sawara Jaya,,
,,,,Waropen Atas,,,,"Menjadi wil. Kab. Mamberamo Raya, UU No. 19/2007"
,,,,,,Nadofuai,,
,,,,,,Barapasi,,
,,,,,,Sipisi,,
,,,,,,,,
