NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
VIII,18,LAMPUNG,,13,2,229,205,2446,33.570,8.901.566,
,18.01,1 KAB. LAMPUNG SELATAN,Kalianda,,,17,4,256,2.227,1.073.867,"Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,18.01.04,1 Natar,,,,,,26,,,
,18.01.05,2 Tanjung Bintang,,,,,,16,,,
,18.01.06,3 Kalianda,,,,,4,25,,,
,18.01.07,4 Sidomulyo,,,,,,16,,,
,18.01.08,5 Katibung,,,,,,12,,,
,18.01.09,6 Penengahan,,,,,,22,,,
,18.01.10,7 Palas,,,,,,21,,,
,18.01.13,8 Jati Agung,,,,,,21,,,
,18.01.14,9 Ketapang,,,,,,17,,,
,18.01.15,10 Sragi,,,,,,10,,,
,18.01.16,11 Raja Basa,,,,,,16,,,
,18.01.17,12 Candipuro,,,,,,14,,,
,18.01.18,13 Merbau Mataram,,,,,,15,,,
,18.01.21,14 Bakauheni,,,,,,5,,,Perda No. 3/2006
,18.01.22,15 Tanjung Sari,,,,,,8,,,Perda No. 3/2006
,18.01.23,16 Way Sulan,,,,,,8,,,Perda No. 3/2006
,18.01.24,17 Way Panji,,,,,,4,,,Perda No. 3/2006
,18.02,2 KAB. LAMPUNG TENGAH,Gunung Sugih,,,28,10,301,4.560,1.367.335,"Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,18.02.01,1 Kalirejo,,,,,,17,,,
,18.02.02,2 Bangun Rejo,,,,,,17,,,
,18.02.03,3 Padang Ratu,,,,,,15,,,
,18.02.04,4 Gunung Sugih,,,,,4,11,,,
,18.02.05,5 Trimurjo,,,,,3,11,,,
,18.02.06,6 Punggur,,,,,,9,,,
,18.02.07,7 Terbanggi Besar,,,,,3,7,,,
,18.02.08,8 Seputih Raman,,,,,,14,,,
,18.02.09,9 Rumbia,,,,,,9,,,
,18.02.10,10 Seputih Banyak,,,,,,13,,,
,18.02.11,11 Seputih Mataram,,,,,,12,,,
