K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14.05.08.2003,,,,,,3 Sungai Buluh,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,Pompa Air,,"Menjadi wil. Kec. Bandar Petalangan, Perda No. 6/2005"
,,,,,,Lubuk Keranji,,"Menjadi wil. Kec. Bandar Petalangan, Perda No. 6/2005"
,,,,,,Tambun,,"Menjadi wil. Kec. Bandar Petalangan, Perda No. 6/2005"
,,,,,,Terbangiang,,"Menjadi wil. Kec. Bandar Petalangan, Perda No. 6/2005"
14.05.08.2008,,,,,,4 Lubuk Mas,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.05.08.2009,,,,,,5 Balam Merah,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.05.08.2010,,,,,,6 Bagan Laguh,,"Perbaikan nama sesuai hasil Validasi Ditjen Pemdes tgl 23 Juni 2016,
Hasil validasi data nama desa tgl 28 April 2017 dan rekomendasi Ditjen
Bina Pemdes No.146/3672/BPD tgl 21 Juni 2017, Srt Ditjen Pemdes No.
145/1820/SET tgl 15 Nov 2018"
14.05.08.1011,,,,,1Pangkalan Bunut,,,
,,,,,,Lubuk Terap,,"Menjadi wil. Kec. Bandar Petalangan, Perda No. 6/2005"
14.05.08.2013,,,,,,7 Lubuk Mandian Gajah,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,Angkasa,,"Menjadi wil. Kec. Bandar Petalangan, Perda No. 6/2005"
,,,,,,Sialang Godang,,"Perda No. 9/2004; Menjadi wil. Kec. Bandar Petalangan, Perda No.
6/2005"
,,,,,,Lubuk Raja,,"Perda No. 9/2004; Menjadi wil. Kec. Bandar Petalangan, Perda No.
6/2005"
14.05.08.2017,,,,,,8 Keriung,,PMD
14.05.08.2018,,,,,,9 Sialang Kayu Batu,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.05.09,,,,9Teluk Meranti,1,8,,
14.05.09.1001,,,,,1Teluk Meranti,,,"Menjadi Kel., Perda No.8/2004"
14.05.09.2002,,,,,,1 Kuala Panduk,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.05.09.2003,,,,,,2 Petodaan,,
14.05.09.2004,,,,,,3 Teluk Binjai,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
