K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
72.01.11.2011,,,,,,11 Lontos,,Perda No. 2/2008
72.01.11.2012,,,,,,12 Indang Sari,,Perda No. 2/2008
72.01.11.2013,,,,,,13 Bukit Mulya,,Pemekaran sebagian Desa Boitan Perda No. 24/2009
72.01.12,,,,12Toili Barat,-,17,,
72.01.12.2001,,,,,,1 Dongin,,
72.01.12.2002,,,,,,2 Pandan Wangi,,
72.01.12.2003,,,,,,3 Kami Wangi,,
72.01.12.2004,,,,,,4 Sindang Sari,,
72.01.12.2005,,,,,,5 Makapa,,
72.01.12.2006,,,,,,6 Karya Makmur,,
72.01.12.2007,,,,,,7 Mantawa,,
72.01.12.2008,,,,,,8 Pasir Lamba,,
72.01.12.2009,,,,,,9 Mantawa Bonebae,,
72.01.12.2010,,,,,,10 Gunung Kramat,,
72.01.12.2011,,,,,,11 Lembah Kramat,,
72.01.12.2012,,,,,,12 Rata,,
72.01.12.2013,,,,,,13 Bukit Makarti,,
72.01.12.2014,,,,,,14 Uwe Lolu,,
72.01.12.2015,,,,,,15 Bumi Harapan,,
72.01.12.2016,,,,,,16 Mekar Sari,,
72.01.12.2017,,,,,,17 Mekar Jaya,,Perda No. 2/2008
72.01.13,,,,13Nuhon,-,20,,Perda No. 3/2004
72.01.13.2001,,,,,,1 Bangketa,,
72.01.13.2002,,,,,,2 Tobelombang,,
72.01.13.2003,,,,,,3 Balaan,,
72.01.13.2004,,,,,,4 Mantan B,,
72.01.13.2005,,,,,,5 Tomeang,,
72.01.13.2006,,,,,,6 Pakowa Bunta,,
72.01.13.2007,,,,,,7 Pibombo,,
72.01.13.2008,,,,,,8 Bolobungkang,,
72.01.13.2009,,,,,,9 Petak,,
72.01.13.2010,,,,,,10 Bella,,
72.01.13.2011,,,,,,11 Binohu,,
72.01.13.2012,,,,,,12 Damai Makmur,,
72.01.13.2013,,,,,,13 Jaya Makmur,,
72.01.13.2014,,,,,,14 Saiti,,
72.01.13.2015,,,,,,15 Sumber Agung,,
72.01.13.2016,,,,,,16 Batu Hitam,,
72.01.13.2017,,,,,,17 Kabua Bua,,
72.01.13.2018,,,,,,18 Pulo Dalagan,,Perda No. 2/2008
,,,,,,,,
