K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
53,NUSA TENGGARA TIMUR,,,,,,,
53.19,KAB. MANGGARAI TIMUR,,,12,17,159,"2.389,530","UU No. 36/2007.
Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
53.19.01,,,,1Borong,3,15,,Semula wil. Kab. Manggarai
53.19.01.2001,,,,,,1 Nanga Labang,,
,,,,,,Rondo Woing,,Menjadi Wil Kec Rana Mese Perda No. 7/2012
,,,,,,Sano Lokom,,Menjadi Wil Kec Rana Mese Perda No. 7/2012
53.19.01.2004,,,,,,2 Gurung Liwut,,
53.19.01.2005,,,,,,3 Benteng Riwu,,
53.19.01.2006,,,,,,4 Ngampang Mas,,
,,,,,,Golo Menleng,,Menjadi Wil Kec Rana Mese Perda No. 7/2012
,,,,,,Bea Ngencung,,Menjadi Wil Kec Rana Mese Perda No. 7/2012
53.19.01.2009,,,,,,5 Rana Masak,,
53.19.01.2010,,,,,,6 Benteng Raja,,
,,,,,,Sita,,Menjadi Wil Kec Rana Mese Perda No. 7/2012
,,,,,,Golo Rutuk,,Menjadi Wil Kec Rana Mese Perda No. 7/2012
,,,,,,Golo Loni,,Menjadi Wil Kec Rana Mese Perda No. 7/2012
53.19.01.2014,,,,,,7 Golo Lalong,,
,,,,,,Golo Ros,,Menjadi Wil Kec Rana Mese Perda No. 7/2012
,,,,,,Satar Lahing,,Menjadi Wil Kec Rana Mese Perda No. 7/2012
53.19.01.2017,,,,,,8 Golo Kantar,,
53.19.01.2018,,,,,,9 Poco Rii,,
,,,,,,Torok Golo,,Menjadi Wil Kec Rana Mese Perda No. 7/2012
53.19.01.1020,,,,,1Kota Ndora,,,
53.19.01.1021,,,,,2Rana Loba,,,
,,,,,,Wae Nggori,,Menjadi Wil Kec Rana Mese Perda No. 7/2012
,,,,,,Compang Kantar,,Menjadi Wil Kec Rana Mese Perda No. 7/2012
,,,,,,Watu Mori,,Menjadi Wil Kec Rana Mese Perda No. 7/2012
53.19.01.2025,,,,,,10 Balus Permai,,Pemekaran Desa Ngampang Mas Perda No. 4/2010
,,,,,,Bangka Kempo,,Menjadi Wil Kec Rana Mese Perda No. 7/2012
,,,,,,Compang Teber,,Menjadi Wil Kec Rana Mese Perda No. 7/2012
,,,,,,Satar Lenda,,Menjadi Wil Kec Rana Mese Perda No. 7/2012
,,,,,,Lidi,,Menjadi Wil Kec Rana Mese Perda No. 7/2012
,,,,,,Bangka Masa,,Menjadi Wil Kec Rana Mese Perda No. 7/2012
53.19.01.2031,,,,,,11 Waling,,Pemekaran Desa Golo Lalong Perda No. 4/2010
53.19.01.2032,,,,,,12 Golo Leda,,Pemekaran Desa Golo Lalong Perda No. 4/2010
,,,,,,Lalang,,Menjadi Wil Kec Rana Mese Perda No. 7/2012
,,,,,,,,
