K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12,SUMATERA UTARA,,,,,,,
12.05,KAB. LANGKAT,,,23,37,240,"6.140,035","Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
12.05.01,,,,1Bahorok,1,18,,
12.05.01.1001,,,,,1Pekan Bahorok,,,
12.05.01.2002,,,,,,1 Lau Damak,,
12.05.01.2003,,,,,,2 Timbang Lawan,,
12.05.01.2004,,,,,,3 Sampe Raya,,"Perbaikan nama sesuai BA No. 2826.a/BP/2017 Rapat Penyusunan
dan Validasi Data Wilayah tgl 30 Okt s/d 1 Nov 2017"
12.05.01.2005,,,,,,4 Tanjung Lenggang,,
12.05.01.2006,,,,,,5 Suka Rakyat,,
12.05.01.2007,,,,,,6 Perkebunan Turangi,,
12.05.01.2008,,,,,,7 Perkebunan Bungara,,
12.05.01.2009,,,,,,"8 Perkebunan B.
Lawang",,
,,,,,,Sebertung,,"Menjadi wil. Kec. Sirapit, Perda 27/2007"
12.05.01.2011,,,,,,9 Empus,,
12.05.01.2012,,,,,,"10 Simpang Pulo
Rambung",,"Perbaikan nama sesuai BA No. 2826.a/BP/2017 Rapat Penyusunan
dan Validasi Data Wilayah tgl 30 Okt s/d 1 Nov 2017"
12.05.01.2013,,,,,,"11 Perkebunan Sei
Musam",,"Perbaikan nama sesuai BA No. 2826.a/BP/2017 Rapat Penyusunan
dan Validasi Data Wilayah tgl 30 Okt s/d 1 Nov 2017"
12.05.01.2014,,,,,,12 Batu Jong - Jong,,"Perbaikan nama sesuai BA Rapat Penyusunan dan Validasi Data
Wilayah tgl 30 Okt s/d 1 Nov 2017"
12.05.01.2015,,,,,,13 Sematar,,
12.05.01.2016,,,,,,"14 Perkebunan Pulo
Rambung",,"Perbaikan nama sesuai BA Rapat Penyusunan dan Validasi Data
Wilayah tgl 30 Okt s/d 1 Nov 2017"
12.05.01.2017,,,,,,15 Sei Musam Kendit,,
,,,,,,"Perkebunan Amal
Tani",,"Menjadi wil. Kec. Sirapit, Perda 27/2007"
,,,,,,Sumber Jaya,,"Menjadi wil. Kec. Sirapit, Perda 27/2007"
12.05.01.2020,,,,,,16 Timbang Jaya,,
12.05.01.2021,,,,,,"17 Musam
Pembangunan",,"Perbaikan nama sesuai Perda No. 16/2005 dan BA No.
2826.a/BP/2017 Rapat Penyusunan dan Validasi Data Wilayah tgl 30
Okt s/d 1 Nov 2017"
12.05.01.2022,,,,,,18 Ujung Bandar,,Perda No. 24/2007
12.05.02,,,,2Salapian,1,16,,
,,,,,,Perk. Marike,,"Menjadi wil. Kec. Kutambaru, Perda No. 27/2007"
12.05.02.2002,,,,,,"1 Perkebunan Tanjung
Keliling",,"Perbaikan nama desa sesuai UU Drt No.7 thn 1956 dan Srt Gub
No.120/9881 tgl 2 Okt 2018 hal pengantar revisi kode dan data wil adm
pem"
,,,,,,Namotogan,,"Menjadi wil. Kec. Kutambaru, Perda No. 27/2007"
,,,,,,,,
