K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
63.05.11.2001,,,,,,1 Salam Babaris,,Semula wil. Kec. Tapin Selatan
63.05.11.2002,,,,,,2 Suato Lama,,Semula wil. Kec. Tapin Selatan
63.05.11.2003,,,,,,"3 Kambang Habang
Lama",,Semula wil. Kec. Tapin Selatan
63.05.11.2004,,,,,,4 Pantai Cabe,,Semula wil. Kec. Tapin Selatan
63.05.11.2005,,,,,,5 Suato Baru,,Semula wil. Kec. Tapin Selatan
63.05.11.2006,,,,,,"6 Kambang Habang
Baru",,Semula wil. Kec. Tapin Selatan
63.05.12,,,,12Hatungun,-,8,,Perda No. 9/2004
63.05.12.2001,,,,,,1 Tarungin,,Semula wil. Kec. Binuang
63.05.12.2002,,,,,,2 Matang Batas,,Semula wil. Kec. Binuang
63.05.12.2003,,,,,,3 Hatungun,,Semula wil. Kec. Binuang
63.05.12.2004,,,,,,4 Burakai,,Semula wil. Kec. Binuang
63.05.12.2005,,,,,,5 Batu Hapu,,Semula wil. Kec. Binuang
63.05.12.2006,,,,,,6 Kambang Kuning,,Semula wil. Kec. Binuang
63.05.12.2007,,,,,,7 Asam Randah,,Semula wil. Kec. Binuang
63.05.12.2008,,,,,,8 Bagak,,Semula wil. Kec. Binuang
