K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
74.05.17.2007,,,,,,7 Pelandia,,Semula wil. Kec. Andoolo
74.05.17.2008,,,,,,8 Puudaria,,Semula wil. Kec. Andoolo
74.05.17.2009,,,,,,9 Rahamendaa,,Semula wil. Kec. Andoolo
74.05.17.2010,,,,,,10 Silea Jaya,,Semula wil. Kec. Andoolo
74.05.17.2011,,,,,,11 Tirtamartani,,"Semula wil. Kec. Andoolo.
Perbaikan nama desa semula Tirto Martani menjadi Tirtamartani sesuai
Perda No. 03 Tahun 2009."
74.05.17.2012,,,,,,12 Tetenggolasa,,Semula wil. Kec. Andoolo
74.05.17.2013,,,,,,13 Adayu Indah,,"Pemekaran Desa Buke Perda No. 3/2009, PMD"
74.05.17.2014,,,,,,14 Wonua Maroa,,"Pemekaran Desa Buke Perda No. 3/2009, PMD.
Perbaikan nama desa semula Wanua Maroa menjadi Wonua Maroa,
sesuai:
Perda No. 03 Tahun 2009; dan
Surat Dirjen Bina Pemdes No. 145/2979/BPD tgl 13 Juni 2022."
74.05.17.2015,,,,,,15 Wulele Jaya,,"Pemekaran Desa Buke Perda No. 3/2009, PMD"
74.05.17.2016,,,,,,16 Ranooha Lestari,,"Pemekaran Desa Buke Perda No. 3/2009, PMD"
74.05.18,,,,18Wolasi,-,6,,Perda No. 6/2006
74.05.18.2001,,,,,,1 Wolasi,,Semula wil. Kec. Konda
74.05.18.2002,,,,,,2 Aoma,,Semula wil. Kec. Konda
74.05.18.2003,,,,,,3 Amoito Jaya,,Semula wil. Kec. Konda
74.05.18.2004,,,,,,4 Leleka,,Semula wil. Kec. Konda
74.05.18.2005,,,,,,5 Mata Wolasi,,"Pemekaran Desa Wolasi Perda No. 3/2009, PMD"
,,,,,,Ranowila,,"Surat Pemprov No. 136/1442 tgl 8 Maret 2016 hal Data Wilayah Atpem
Hasil Pemutakhiran 2015 di Sultra"
74.05.18.2007,,,,,,6 Aunupe,,"Pemekaran Desa Aoma Perda No. 3/2009, PMD"
74.05.19,,,,19Laeya,2,15,,Perda No. 6/2006
74.05.19.1001,,,,,1Puunggaluku,,,Semula wil. Kec. Lainea
74.05.19.1002,,,,,2Ambalodangge,,,Semula wil. Kec. Lainea
74.05.19.2003,,,,,,1 Aepodu,,Semula wil. Kec. Lainea
74.05.19.2004,,,,,,2 Rambu Rambu,,Semula wil. Kec. Lainea
74.05.19.2005,,,,,,3 Ombu Ombu Jaya,,Semula wil. Kec. Lainea
74.05.19.2006,,,,,,4 Lamong Jaya,,Semula wil. Kec. Lainea
74.05.19.2007,,,,,,5 Lerepako,,Semula wil. Kec. Lainea
74.05.19.2008,,,,,,6 Ambesea,,Semula wil. Kec. Lainea
74.05.19.2009,,,,,,7 Laeya,,Semula wil. Kec. Lainea
74.05.19.2010,,,,,,8 Labokeo,,Semula wil. Kec. Lainea
74.05.19.2011,,,,,,9 Torobulu,,Semula wil. Kec. Lainea
74.05.19.2012,,,,,,10 Anduna,,Semula wil. Kec. Lainea
74.05.19.2013,,,,,,11 Ambakumina,,Semula wil. Kec. Lainea
74.05.19.2014,,,,,,12 Lambakara,,Semula wil. Kec. Lainea
74.05.19.2015,,,,,,13 Anggoroboti,,Semula wil. Kec. Lainea
74.05.19.2016,,,,,,14 Wonua Kongga,,Semula wil. Kec. Lainea
