NO,KODE,"N A M A
KABUPATEN / KOTA",J U M L A H,,,"LUAS
WILAYAH
(Km2)*","JUMLAH
PENDUDUK
(Jiwa)**",K E T E R A N G A N
,,,KEC,KEL,DESA,,,
"1
2
3
4
5
6","31.01
31.71
31.72
31.73
31.74
31.75","KAB. ADM. KEP. SERIBU
KOTA ADM. JAKARTA PUSAT
KOTA ADM. JAKARTA UTARA
KOTA ADM. JAKARTA BARAT
KOTA ADM. JAKARTA SELATAN
KOTA ADM. JAKARTA TIMUR","2
8
6
8
10
10","6
44
31
56
65
65","0
0
0
0
0
0","10,725
47,565
147,212
125,000
144,942
185,538","29.719
1.105.731
1.865.647
2.589.589
2.384.183
3.274.716","UU No. 29/2007
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
(tidak ada batas dengan kab/kota lainnya).
UU No. 29/2007
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
UU No. 29/2007
Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
UU No. 29/2007
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
UU No. 29/2007
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
UU No. 29/2007
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,,JUMLAH,44,267,0,"660,982",11.249.585,
