Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
51,BALI,1,,
51.00.40001,Pulau Bali,,"08°21'23.00"" S 115°04'18.99"" T",BP
51.01,KAB. JEMBRANA,2,,
51.01.40001,Pulau Burung,,"08°10'32.37"" S 114°26'58.47"" T",TBP
51.01.40002,Pulau Kalong,,"08°09'54.00"" S 114°26'42.00"" T",TBP
51.03,KAB. BADUNG,1,,
51.03.40001,Nusa Pudut,,"08°45'28.69"" S 115°12'50.65"" T",
51.05,KAB. KLUNGKUNG,21,,
51.05.40001,Nusa Ceningansa,,"08°42'00.00"" S 115°27'05.00"" T",BP
51.05.40002,Nusa Lembongansa,,"08°40'44.00"" S 115°27'00.00"" T",BP
51.05.40003,Pulau Batu Dua,,"08°48'00.00"" S 115°31'39.00"" T",TBP
51.05.40004,Pulau Batu Satu,,"08°45'15.00"" S 115°28'22.00"" T",TBP
51.05.40005,Pulau Batuabah,,"08°46'39.00"" S 115°37'48.79"" T",TBP
51.05.40006,Pulau Batubolong,,"08°46'21.26"" S 115°29'03.75"" T",TBP
51.05.40007,Pulau Batujineng,,"08°48'11.99"" S 115°31'32.99"" T",TBP
51.05.40008,Pulau Batujineng Bungamekar,,"08°44'15.34"" S 115°27'16.43"" T",
51.05.40009,Pulau Batujineng Kandik Barat,,"08°46'47.83"" S 115°37'45.00"" T",TBP
51.05.40010,Pulau Batujineng Kandik Timur,,"08°46'49.35"" S 115°37'46.71"" T",TBP
51.05.40011,Pulau Batukita,,"08°45'01.22"" S 115°27'05.90"" T",TBP
51.05.40012,Pulau Batumejineng,,"08°42'52.99"" S 115°27'23.00"" T",TBP
51.05.40013,Pulau Batupadasan,,"08°46'32.00"" S 115°37'32.99"" T",TBP
51.05.40014,Pulau Batupahet,,"08°45'29.99"" S 115°28'41.99"" T",TBP
51.05.40015,Pulau Batupawon Atuh Lilin,,"08°47'16.63"" S 115°36'36.33"" T",
51.05.40016,Pulau Batusanggah,,"08°46'43.16"" S 115°37'05.14"" T",
51.05.40017,Pulau Batusepatu,,"08°46'12.86"" S 115°29'13.13"" T",TBP
51.05.40018,Pulau Batuserutan,,"08°46'44.43"" S 115°37'10.35"" T",TBP
51.05.40019,Pulau Batutemeling,,"08°46'22.35"" S 115°29'36.26"" T",TBP
51.05.40020,Pulau Nusapenida,,"08°44'13.99"" S 115°32'16.00"" T",BP (PPKT)
51.05.40021,Pulau Sebihah,,"08°48'57.44"" S 115°35'40.11"" T",
51.07,KAB. KARANGASEM,6,,
51.07.40001,Pulau Biaha,,"08°31'55.99"" S 115°35'06.00"" T",TBP
51.07.40002,Pulau Kuan,,"08°30'33.27"" S 115°36'51.48"" T",TBP
51.07.40003,Pulau Maimpang Selatan,,"08°31'34.37"" S 115°34'32.65"" T",TBP
51.07.40004,Pulau Maimpang Tengah,,"08°31'31.96"" S 115°34'36.21"" T",TBP
51.07.40005,Pulau Maimpang Utara,,"08°31'31.35"" S 115°34'38.07"" T",TBP
51.07.40006,Pulau Selang,,"08°24'01.00"" S 115°42'42.00"" T",TBP
