K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
52,NUSA TENGGARA BARAT,,,,,,,
52.04,KAB. SUMBAWA,,,24,8,157,"6.655,917","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,,,,Jereweh,,,,"Menjadi wil. Kab Sumbawa Barat, UU No 30/2003"
,,,,,,,,
52.04.02,,,,1Lunyuk,-,7,,
52.04.02.2001,,,,,,1 Lunyuk Rea,,
52.04.02.2002,,,,,,2 Lunyuk Ode,,
52.04.02.2003,,,,,,3 Jamu,,
,,,,,,Senawang,,"Menjadi wil. Kec. Orong Telu, Perda No. 10/2005"
,,,,,,Kelawis,,"Menjadi wil. Kec. Orong Telu, Perda No. 10/2005"
,,,,,,Mungkin,,"Menjadi wil. Kec. Orong Telu, Perda No. 10/2005"
52.04.02.2007,,,,,,4 Pada Suka,,
52.04.02.2008,,,,,,5 Sukamaju,,"Perbaikan nama desa semula Suka Maju menjadi Sukamaju, sesuai:
Surat Gubernur Provinsi Nusa Tenggara Barat
No.120/390/Pem&Otda/2022 Tanggal 31 Agustus 2022; dan
BA Verifikasi dan Pemutakhiran Data Desa di Kabupaten Sumbawa
No.140/403/DPMD/2022 Tanggal 25 Agustus 2022."
52.04.02.2009,,,,,,6 Perung,,
52.04.02.2010,,,,,,7 Emang Lestari,,
,,,,Taliwang,,,,"Menjadi wil. Kab Sumbawa Barat, UU No 30/2003"
,,,,,,,,
,,,,Seteluk,,,,"Menjadi wil. Kab Sumbawa Barat, UU No 30/2003"
,,,,,,,,
52.04.05,,,,2Alas,-,8,,
52.04.05.2001,,,,,,1 Luar,,
52.04.05.2002,,,,,,2 Baru,,
52.04.05.2003,,,,,,3 Kalimango,,
52.04.05.2004,,,,,,4 Marente,,
52.04.05.2005,,,,,,5 Juran Alas,,
52.04.05.2006,,,,,,6 Dalam,,
52.04.05.2007,,,,,,7 Pulau Bungin,,
,,,,,,Tarusa,,Menjadi wil. Kec. Buer
,,,,,,Jurumapin,,Menjadi wil. Kec. Buer
,,,,,,Kalabeso,,Menjadi wil. Kec. Buer
,,,,,,Labuhan Burung,,Menjadi wil. Kec. Buer
52.04.05.2012,,,,,,8 Labuhan Alas,,
52.04.06,,,,3Utan,-,9,,
52.04.06.2001,,,,,,1 Stowe Brang,,
