K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
62,KALIMANTAN TENGAH,,,,,,,
62.09,KAB. LAMANDAU,,,8,3,85,"7.632,394","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
62.09.01,,,,1Lamandau,1,10,,
62.09.01.2001,,,,,,1 Sungai Tuat,,
62.09.01.2002,,,,,,2 Tanjung Beringin,,
62.09.01.2003,,,,,,3 Cuhai,,
62.09.01.2004,,,,,,4 Kawa,,
62.09.01.2005,,,,,,5 Karang Taba,,
62.09.01.2006,,,,,,6 Penopa,,
62.09.01.2007,,,,,,7 Suja,,
62.09.01.2008,,,,,,8 Sekoban,,
62.09.01.2009,,,,,,9 Bakonsu,,"Perbaikan nama sesuai hasil Rakernis Ditjen Bina Pemdes tentang
Klarifikasi Data Nama dan Kodefikasi Desa tgl 1 April 2016"
,,,,,,Nanga Belantikan,,"Menjadi wil. Kec. Belantikan Raya, Perda No.5/2005"
,,,,,,Sungai Buluh,,"Menjadi wil. Kec. Belantikan Raya, Perda No.5/2005"
62.09.01.1012,,,,,1Tapin Bini,,,
,,,,,,Tangga Batu,,"Menjadi wil. Kec. Belantikan Raya, Perda No.5/2005"
,,,,,,Selibi,,"Menjadi wil. Kec. Belantikan Raya, Perda No.5/2005"
,,,,,,Bayat,,"Menjadi wil. Kec. Belantikan Raya, Perda No.5/2005"
,,,,,,Karang Besi,,"Menjadi wil. Kec. Belantikan Raya, Perda No.5/2005"
,,,,,,Banuatan,,"Menjadi wil. Kec. Belantikan Raya, Perda No.5/2005"
,,,,,,Kahinggai,,"Menjadi wil. Kec. Belantikan Raya, Perda No.5/2005"
,,,,,,Nanga Matu,,"Menjadi wil. Kec. Belantikan Raya, Perda No.5/2005"
,,,,,,Bintang Mangalih,,"Menjadi wil. Kec. Belantikan Raya, Perda No.5/2005"
,,,,,,Petarikan,,"Menjadi wil. Kec. Belantikan Raya, Perda No.5/2005"
62.09.01.2022,,,,,,10 Samu Jaya,,Pemekaran sebagian wil Kel Tapin Bini Perda No. 4/2013
62.09.02,,,,2Delang,1,10,,
,,,,,,Batu Tambun,,"Menjadi wil. Kec. Batang Kawa, Perda No. 5/2005"
,,,,,,Kinipan,,"Menjadi wil. Kec. Batang Kawa, Perda No. 5/2005"
,,,,,,Ginih,,"Menjadi wil. Kec. Batang Kawa, Perda No. 5/2005"
62.09.02.2004,,,,,,1 Riam Panahan,,
62.09.02.2005,,,,,,2 Sepoyu,,"Perbaikan nama sesuai hasil Rakernis Ditjen Bina Pemdes tentang
Klarifikasi Data Nama dan Kodefikasi Desa tgl 1 April 2016"
,,,,,,Benakitan,,"Menjadi wil. Kec. Batang Kawa, Perda No. 5/2005"
,,,,,,Liku,,"Menjadi wil. Kec. Batang Kawa, Perda No. 5/2005"
,,,,,,Mengkalang,,"Menjadi wil. Kec. Batang Kawa, Perda No. 5/2005"
,,,,,,Karang Mas,,"Menjadi wil. Kec. Batang Kawa, Perda No. 5/2005"
62.09.02.2010,,,,,,3 Nyalang,,
