Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
75.05.40003,Pulau Batusungo Oluwo,,"00°58'32.66"" U 122°56'38.36"" T",TBP
75.05.40004,Pulau Batusungo Otolu,,"00°58'23.07"" U 122°56'52.31"" T",TBP
75.05.40005,Pulau Batusungo Tuwawu,,"00°58'58.79"" U 122°56'23.83"" T",TBP
75.05.40006,Pulau Bibinanga,,"00°51'11.24"" U 122°53'37.05"" T",TBP
75.05.40007,Pulau Bogisa,,"00°56'16.28"" U 122°51'27.41"" T",TBP
75.05.40008,Pulau Bohu,,"00°54'35.07"" U 122°44'21.58"" T",TBP
75.05.40009,Pulau Bolas,,"00°55'24.80"" U 123°04'49.49"" T",BP
75.05.40010,Pulau Botubotuo,,"00°52'23.90"" U 122°48'31.21"" T",TBP
75.05.40011,Pulau Botubotuwo,,"00°50'51.03"" U 122°48'59.87"" T",TBP
75.05.40012,Pulau Botubotuwo Kiki,,"00°50'55.75"" U 122°48'57.27"" T",TBP
75.05.40013,Pulau Botudidingga,,"00°58'17.76"" U 122°33'07.01"" T",TBP
75.05.40014,Pulau Botuduyonumo,,"00°59'13.87"" U 122°31'51.95"" T",TBP
75.05.40015,Pulau Botulobuntho Da'A,,"00°57'41.59"" U 122°37'02.35"" T",TBP
75.05.40016,Pulau Botulobuntho Kiki,,"00°56'56.31"" U 122°36'28.73"" T",TBP
75.05.40017,Pulau Botungalaa,,"00°59'31.29"" U 122°31'06.60"" T",TBP
75.05.40018,Pulau Botungalaa Da'A,,"01°01'12.42"" U 122°26'19.27"" T",TBP
75.05.40019,Pulau Botungobungo,,"00°55'25.65"" U 122°44'14.43"" T",TBP
75.05.40020,Pulau Botutotolu,,"00°53'33.82"" U 122°42'35.26"" T",TBP
75.05.40021,Pulau Botuwopato,,"00°53'12.72"" U 122°44'06.96"" T",TBP
75.05.40022,Pulau Buloila,,"01°01'47.09"" U 122°17'16.11"" T",TBP
75.05.40023,Pulau Dokokayu Da'A,,"00°57'00.46"" U 123°02'16.87"" T",TBP
75.05.40024,Pulau Dokokayu Kiki,,"00°56'41.91"" U 123°02'16.64"" T",TBP
75.05.40025,Pulau Dudepo,,"00°52'27.99"" U 122°47'56.00"" T",BP
75.05.40026,Pulau Dudepo Kiki,,"00°53'31.99"" U 122°47'06.00"" T",BP
75.05.40027,Pulau Duyonumo,,"00°59'17.61"" U 122°31'26.02"" T",BP
75.05.40028,Pulau Hokimu,,"00°51'20.30"" U 122°53'55.13"" T",TBP
75.05.40029,Pulau Huha,,"00°59'06.17"" U 122°55'56.00"" T",TBP
75.05.40030,Pulau Hulawa,,"01°00'12.77"" U 122°30'23.16"" T",BP
75.05.40031,Pulau Hulawa,,"00°57'54.08"" U 122°53'26.90"" T",TBP
75.05.40032,Pulau Hulawa Kiki,,"00°58'00.15"" U 122°53'21.99"" T",TBP
75.05.40033,Pulau Huliyahu Bunggu,,"00°57'23.20"" U 122°56'16.12"" T",TBP
75.05.40034,Pulau Huliyahu Da'A,,"00°57'12.20"" U 122°56'20.51"" T",TBP
75.05.40035,Pulau Hutakalo,,"01°00'18.59"" U 122°26'16.75"" T",TBP
75.05.40036,Pulau Kaposo,,"00°53'23.83"" U 122°49'04.62"" T",TBP
75.05.40037,Pulau Kaposo Kiki,,"00°53'30.57"" U 122°48'55.19"" T",TBP
75.05.40038,Pulau Karangbogisa,,"00°56'11.36"" U 122°51'41.12"" T",TBP
75.05.40039,Pulau Katialada,,"00°51'21.31"" U 122°54'24.78"" T",TBP
75.05.40040,Pulau Limuyudu,,"00°52'55.47"" U 122°43'09.81"" T",TBP
75.05.40041,Pulau Lumboso Da'A,,"00°51'46.14"" U 122°48'26.16"" T",TBP
75.05.40042,Pulau Lumboso Kiki,,"00°52'05.00"" U 122°47'58.56"" T",TBP
