K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32.09.32.2002,,,,,,2 Tanjunganom,,"Perbaikan nama desa semula Tanjung Anom menjadi Tanjunganom
sesuai Surat Rekom Pemdes No. 145/2979/BPD Tanggal 13 Juni 2022
Hal Penyampaian Data Desa Hasil Verifikasi dan Validasi Penamaan
Desa."
32.09.32.2003,,,,,,3 Cilengkrang Girang,,
32.09.32.2004,,,,,,4 Cilengkrang,,
32.09.32.2005,,,,,,5 Pasaleman,,
32.09.32.2006,,,,,,6 Cigobangwangi,,"Koreksi nama berdasarkan Surat Sekda Prov Jabar No
130/2972/Pemksm tgl 2 Juli 2020"
32.09.32.2007,,,,,,7 Cigobang,,
32.09.33,,,,33Pabuaran,-,7,,
32.09.33.2001,,,,,,1 Sukadana,,
32.09.33.2002,,,,,,2 Pabuaran Kidul,,
32.09.33.2003,,,,,,3 Pabuaran Wetan,,
32.09.33.2004,,,,,,4 Pabuaran Lor,,
32.09.33.2005,,,,,,5 Jatirenggang,,
32.09.33.2006,,,,,,6 Hulubanteng,,
32.09.33.2007,,,,,,7 Hulubanteng Lor,,
32.09.34,,,,34Karangwareng,-,9,,
32.09.34.2001,,,,,,1 Seuseupan,,
32.09.34.2002,,,,,,2 Blender,,
32.09.34.2003,,,,,,3 Sumurkondang,,
32.09.34.2004,,,,,,4 Kubangdeleg,,
32.09.34.2005,,,,,,5 Jatipiring,,
32.09.34.2006,,,,,,6 Karanganyar,,
32.09.34.2007,,,,,,7 Karangwangi,,
32.09.34.2008,,,,,,8 Karangwareng,,
32.09.34.2009,,,,,,9 Karangasem,,
32.09.35,,,,35Tengah Tani,-,8,,
32.09.35.2001,,,,,,1 Palir,,
32.09.35.2002,,,,,,2 Astapada,,
32.09.35.2003,,,,,,3 Gesik,,
32.09.35.2004,,,,,,4 Kemlakagede,,
32.09.35.2005,,,,,,5 Dawuan,,
32.09.35.2006,,,,,,6 Battembat,,
32.09.35.2007,,,,,,7 Kalibaru,,
32.09.35.2008,,,,,,8 Kalitengah,,
32.09.36,,,,36Plered,-,10,,
32.09.36.2001,,,,,,1 Tegalsari,,
32.09.36.2002,,,,,,2 Kaliwulu,,
32.09.36.2003,,,,,,3 Panembahan,,
,,,,,,,,
