K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,Buangin,,,
,,,,,,Rantebua Sumalu,,
,,,,,,Rantebua Sanggalagi,,
,,,,Balusu,,,,"Perda No.5/2005, Menjadi wil. Kab. Toraja Utara, UU. No. 28/2008"
,,,,,,Palangi,,
,,,,,Tagari,,,
,,,,,,Balusu Ao Gading,,
,,,,,,Karua,,
,,,,,Balusu,,,
,,,,,,Awak Kawasik,,
,,,,,,Balusu Bangun Lipu,,
73.18.19,,,,9Gandangbatu Sillanan,3,9,,Perda No.2/2004
73.18.19.2001,,,,,,1 Buntu Limbong,,Semula wil. Kec. Mengkedek
73.18.19.1002,,,,,1Benteng Ambeso,,,Semula wil. Kec. Mengkedek
73.18.19.2003,,,,,,2 Sillanan,,Semula wil. Kec. Mengkedek
73.18.19.1004,,,,,2Salubarani,,,Semula wil. Kec. Mengkedek
73.18.19.2005,,,,,,3 Gandangbatu,,"Semula wil. Kec. Mengkedek, Perbaikan nama desa sesuai Surat
Pemkab No. 410/03/BPMPL/IV/2016 tgl 13 April 2016 perihal data nama
dan kode desa"
73.18.19.2006,,,,,,4 Kaduaja,,Perda No. 5/2005
73.18.19.2007,,,,,,5 Garassik,,Perda No. 5/2005
73.18.19.2008,,,,,,6 Pemanukan,,Perda No. 5/2005
73.18.19.2009,,,,,,7 Perindingan,,Perda No. 5/2005
73.18.19.2010,,,,,,8 Buntu Tabang,,Perda No. 5/2005
73.18.19.2011,,,,,,9 Betteng Deata,,Perda No. 5/2005
73.18.19.1012,,,,,3Mebali,,,Perda No. 5/2005
73.18.20,,,,10Rembon,2,11,,Perda No.2/2004
73.18.20.1001,,,,,1Talion,,,Semula wil. Kec. Salupati
73.18.20.2002,,,,,,1 Palesan,,Semula wil. Kec. Salupati
73.18.20.2003,,,,,,2 Banga,,Semula wil. Kec. Salupati
73.18.20.2004,,,,,,3 Ullin,,Semula wil. Kec. Salupati
73.18.20.2005,,,,,,4 Limbong,,Perda No. 5/2005
73.18.20.2006,,,,,,5 Sarapeang,,Perda No. 5/2005
73.18.20.2007,,,,,,6 Buri',,"Perda No. 5/2005, Koreksi nama 'Buri' Srt Ditjen BPD No 140/5118/BPD
tgl 18 Juli 2019"
73.18.20.2008,,,,,,7 Maroson,,Perda No. 5/2005
73.18.20.2009,,,,,,8 Batusura',,Semula wil. Kec. Salupati
73.18.20.2010,,,,,,9 Bua ' Tarrung,,Perda No. 5/2005
73.18.20.2011,,,,,,10 To'pao,,Perda No. 5/2005
,,,,,,,,
