NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,62.11.05,5 Kahayan Hilir,,,,,3,7,,,"Perubahan nama kec. semula Pulang Pisau menjadi Kahayan Hilir,
sesuai:
UU No. 5 Tahun 2002; dan
Surat Sekda Kab. Pulang Pisau No. 100/84/Pem-PP/IV/2022 tgl 14
April 2022."
,62.11.06,6 Maliku,,,,,,15,,,
,62.11.07,7 Jabiren Raya,,,,,,8,,,"Perubahan nama kec. semula Jabiren menjadi Jabiren Raya, sesuai:
Perda No. 1 Tahun 2004; dan
Surat Sekda Kab. Pulang Pisau No. 100/84/Pem-PP/IV/2022 tgl 14
April 2022."
,62.11.08,8 Sebangau Kuala,,,,,,8,,,
,62.12,12 KAB. MURUNG RAYA,Puruk Cahu,,,10,9,116,23.575,112.266,"Luas Wilayah Indikatif, PGGB sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,62.12.01,1 Murung,,,,,2,13,,,
,62.12.02,2 Tanah Siang,,,,,1,26,,,
,62.12.03,3 Laung Tuhup,,,,,3,23,,,
,62.12.04,4 Permata Intan,,,,,2,10,,,
,62.12.05,5 Sumber Barito,,,,,1,8,,,
,62.12.06,6 Barito Tuhup Raya,,,,,,11,,,Perda No. 4/2007
,62.12.07,7 Tanah Siang Selatan,,,,,,7,,,Perda No. 4/2007
,62.12.08,8 Sungai Babuat,,,,,,6,,,Perda No. 4/2007
,62.12.09,9 Seribu Riam,,,,,,7,,,Perda No. 4/2007
,62.12.10,10 Uut Murung,,,,,,5,,,Perda No. 4/2007
,62.13,13 KAB. BARITO TIMUR,Tamiang Layang,,,10,3,100,3.213,114.966,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,62.13.01,1 Dusun Timur,,,,,1,16,,,
,62.13.02,2 Banua Lima,,,,,1,6,,,
,62.13.03,3 Patangkep Tutui,,,,,,10,,,
,62.13.04,4 Awang,,,,,,11,,,
,62.13.05,5 Dusun Tengah,,,,,1,7,,,
,62.13.06,6 Pematang Karau,,,,,,13,,,
,62.13.07,7 Paju Epat,,,,,,9,,,Perda No. 11/2006
,62.13.08,8 Raren Batuah,,,,,,9,,,Perda No. 11/2006
,62.13.09,9 Paku,,,,,,12,,,Perda No. 11/2006
,62.13.10,10 Karusen Janang,,,,,,7,,,Perda No. 2/2008
