K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
21,KEPULAUAN RIAU,,,,,,,
21.03,KAB. NATUNA,,,17,7,70,"1.999,155","Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022 (tidak
ada batas darat dengan kab/kota lainnya)."
,,,,Jemaja,,,,"Menjadi wil. Kab. Kep. Anambas, UU No. 33/2008"
,,,,,,Ulu Maras,,"Menjadi wil. Kec. Jemaja Timur, Perda No. 9/2006"
,,,,,,Mampok,,
,,,,,,Rewak,,
,,,,,,Kuala Maras,,"Menjadi wil. Kec. Jemaja Timur, Perda No. 9/2006"
,,,,,,Keramut,,
,,,,,,Impol,,
,,,,,,Bukit Padi,,"Menjadi wil. Kec. Jemaja Timur, Perda No. 9/2006"
,,,,,Letung,,,
,,,,,,Air Biru,,Perda No. 1/2006
,,,,,,Sunggak,,Perda No. 13/2006
,,,,,,Genting Pulur,,"Perda No. 25/2007, Menjadi wil. Kec. Jemaja Timur, Perda No. 9/2006"
,,,,Palmatak,,,,"Menjadi wil. Kab. Kep. Anambas, UU No. 33/2008"
,,,,,,Mubur,,
,,,,,,Tebang,,
,,,,,,Air Asuk,,"Menjadi wil. Kec. Siantan Tengah, Perda No. 17/2008"
,,,,,,Ladan,,
,,,,,,Payalaman,,Perda No. 1/2005
,,,,,,Air Sena,,"Perda No. 12/2006, Menjadi wil. Kec. Siantan Tengah, Perda No.
17/2008"
,,,,,,Putik,,Perda No. 12/2006
,,,,,,Teluk Siantan,,"Perda No. 12/2006, Menjadi wil. Kec. Siantan Tengah, Perda No.
17/2008"
,,,,,,Bayat,,Perda No. 24/2007
,,,,Siantan,,,,"Menjadi wil. Kab. Kep. Anambas, UU No. 33/2008"
,,,,,,Kiabu,,"Menjadi wil. Kec. Siantan Selatan, Perda No. 10/2006"
,,,,,,Nyamuk,,"Menjadi wil. Kec. Siantan Timur, Perda No. 11/2006"
,,,,,,Batu Belah,,"Menjadi wil. Kec. Siantan Timur, Perda No. 11/2006"
,,,,,Terempa,,,
,,,,,,Telaga,,"Menjadi wil. Kec. Siantan Selatan, Perda No. 10/2006"
,,,,,,Terempa Barat,,
,,,,,,Tiangau,,"Perda No. 14/2006, Menjadi wil. Kec. Siantan Selatan, Perda No.
10/2006"
,,,,,,Mengkait,,"Perda No. 14/2006, Menjadi wil. Kec. Siantan Selatan, Perda No.
10/2006"
,,,,,,Munjan,,"Perda No. 15/2006, Menjadi wil. Kec. Siantan Timur, Perda No. 11/2006"
