K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
74.02.39.2009,,,,,,9 Tondowatu,,"Semula wil Kec. Morosi, Perda No.2/2014"
74.02.39.2010,,,,,,10 Porara,,"Perda No. 7/2012, Semula wil Kec. Bondoala, Perda No.2/2014"
74.02.40,,,,26Anggalomoare,-,10,,"Pemekaran sebagian Kec. Sampara, Perda No. 2/2014"
74.02.40.2001,,,,,,1 Anggalomoare,,"Semula wil Kec. Sampara, Perda No.2/2014"
74.02.40.2002,,,,,,2 Lasoso,,"Semula wil Kec. Sampara, Perda No.2/2014"
74.02.40.2003,,,,,,3 Lakomea,,"Semula wil Kec. Sampara, Perda No.2/2014.
Perbaikan nama desa semula Lakome menjadi Lakomea, sesuai:
Perda No. 4 Tahun 2020; dan
Surat Sekda Prov. Sultra No. 146.4/5106 tgl 15 September 2022."
74.02.40.2004,,,,,,4 Abelisawah,,"Semula wil Kec. Sampara, Perda No.2/2014"
74.02.40.2005,,,,,,5 Galu,,"Semula wil Kec. Sampara, Perda No.2/2014"
74.02.40.2006,,,,,,6 Tabanggele,,"Semula wil Kec. Sampara, Perda No.2/2014"
74.02.40.2007,,,,,,7 Puusangi,,"Semula wil. Kec. Lambuya, Perda No. 16/2003, Semula wil Kec.
Sampara, Perda No.2/2014"
74.02.40.2008,,,,,,8 Andobeu Jaya,,"Pemekaran sebagian wil Desa Abeli Sawah, Perda No. 7/2011,
Semula wil Kec. Sampara, Perda No.2/2014"
74.02.40.2009,,,,,,9 Anggalomoare Jaya,,"Pemekaran sebagian wil Desa Anggalomoare, Perda No. 7/2011,
Semula wil Kec. Sampara, Perda No.2/2014"
74.02.40.2010,,,,,,10 Pusawah Jaya,,"Pemekaran sebagian wil Desa Abeli Sawah, Perda No. 7/2011,
Semula wil Kec. Sampara, Perda No.2/2014.
Perbaikan nama desa semula Pusawa Jaya menjadi Pusawah Jaya,
sesuai:
Perda No. 4 Tahun 2020; dan
Surat Sekda Prov. Sultra No. 146.4/5106 tgl 15 September 2022."
74.02.41,,,,27Wonggeduku Barat,-,14,,"Pemekaran sebagian Kec. Wonggeduku, Perda No. 2/2014"
74.02.41.2001,,,,,,1 Wonggeduku,,"Semula wil Kec. Wonggeduku, Perda No.2/2014"
74.02.41.2002,,,,,,2 Puday,,"Semula wil Kec. Wonggeduku, Perda No.2/2014"
74.02.41.2003,,,,,,3 Waturay,,"Perubahan nama Desa Masoose, Perbup No. 18/2007, Semula wil
Kec. Wonggeduku, Perda No.2/2014"
74.02.41.2004,,,,,,4 Tobimeita,,"Pemekaran sebagian wil Desa Wonggeduku, Perda No. 7/2011,
Semula wil Kec. Wonggeduku, Perda No.2/2014"
74.02.41.2005,,,,,,5 Kasukia,,"Perubahan nama Desa Kasumokuni, Perbup No. 18/2007, Semula wil
Kec. Wonggeduku, Perda No.2/2014"
74.02.41.2006,,,,,,6 Baruga,,"Semula wil Kec. Wonggeduku, Perda No.2/2014"
74.02.41.2007,,,,,,7 Teteona,,"Semula wil Kec. Wonggeduku, Perda No.2/2014"
74.02.41.2008,,,,,,8 Ambuuwiu,,"Pemekaran sebagian wil Desa Teteona, Perda No. 7/2011, Semula wil
Kec. Wonggeduku, Perda No.2/2014.
Perbaikan nama desa semula Ambuwiu menjadi Ambuuwiu, sesuai:
Perda No. 4 Tahun 2020; dan
Surat Sekda Prov. Sultra No. 146.4/5106 tgl 15 September 2022."
74.02.41.2009,,,,,,9 Linonggasai,,"Semula wil Kec. Wonggeduku, Perda No.2/2014.
Perbaikan nama desa semula Linonggasay menjadi Linonggasai,
sesuai:
Perda No. 4 Tahun 2020; dan
Surat Sekda Prov. Sultra No. 146.4/5106 tgl 15 September 2022."
74.02.41.2010,,,,,,10 Lambangi,,"Semula wil Kec. Wonggeduku, Perda No.2/2014"
,,,,,,,,
