NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,32.12,12 KAB. INDRAMAYU,Indramayu,,,31,8,309,2.076,1.888.890,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,32.12.01,1 Haurgeulis,,,,,,10,,,
,32.12.02,2 Kroya,,,,,,9,,,
,32.12.03,3 Gabuswetan,,,,,,10,,,
,32.12.04,4 Cikedung,,,,,,7,,,
,32.12.05,5 Lelea,,,,,,11,,,
,32.12.06,6 Bangodua,,,,,,8,,,
,32.12.07,7 Widasari,,,,,,10,,,
,32.12.08,8 Kertasemaya,,,,,,13,,,
,32.12.09,9 Krangkeng,,,,,,11,,,
,32.12.10,10 Karangampel,,,,,,11,,,
,32.12.11,11 Juntinyuat,,,,,,12,,,
,32.12.12,12 Sliyeg,,,,,,14,,,
,32.12.13,13 Jatibarang,,,,,,15,,,
,32.12.14,14 Balongan,,,,,,10,,,
,32.12.15,15 Indramayu,,,,,8,10,,,
,32.12.16,16 Sindang,,,,,,10,,,
,32.12.17,17 Cantigi,,,,,,7,,,
,32.12.18,18 Lohbener,,,,,,12,,,
,32.12.19,19 Arahan,,,,,,8,,,
,32.12.20,20 Losarang,,,,,,12,,,
,32.12.21,21 Kandanghaur,,,,,,13,,,
,32.12.22,22 Bongas,,,,,,8,,,
,32.12.23,23 Anjatan,,,,,,13,,,
,32.12.24,24 Sukra,,,,,,8,,,
,32.12.25,25 Gantar,,,,,,7,,,
,32.12.26,26 Terisi,,,,,,9,,,"Koreksi nama berdasarkan Surat Bupati Indramayu No 100/4579/Otda
tgl 30 Des 2019"
,32.12.27,27 Sukagumiwang,,,,,,7,,,
,32.12.28,28 Kedokan Bunder,,,,,,7,,,
,32.12.29,29 Pasekan,,,,,,6,,,Perda No. 1/2005
,32.12.30,30 Tukdana,,,,,,13,,,Perda No. 1/2005
,32.12.31,31 Patrol,,,,,,8,,,Perda No. 1/2005
