Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
18.09.40019,Pulau Legundi,,"05°49'22.15"" S 105°16'37.92"" T",TBP
18.09.40020,Pulau Legundi Tua,,"05°49'38.42"" S 105°19'00.99"" T",TBP
18.09.40021,Pulau Lelangga Balak,,"05°43'52.35"" S 105°13'50.77"" T",TBP
18.09.40022,Pulau Lelangga Lunik,,"05°43'04.95"" S 105°14'37.26"" T",TBP
18.09.40023,Pulau Lok,,"05°44'47.07"" S 105°10'28.77"" T",TBP
18.09.40024,Pulau Lunik,,"05°44'24.91"" S 105°10'25.74"" T",BP
18.09.40025,Pulau Maitem,,"05°35'41.80"" S 105°14'47.61"" T",BP
18.09.40026,Pulau Pahawang,,"05°40'28.56"" S 105°13'11.56"" T",BP
18.09.40027,Pulau Pahawang Lunik,,"05°40'27.80"" S 105°14'33.64"" T",TBP
18.09.40028,Pulau Pertapaan,,"05°48'25.65"" S 105°16'37.15"" T",BP
18.09.40029,Pulau Serdang,,"05°49'16.35"" S 105°23'40.70"" T",BP
18.09.40030,Pulau Seserot,,"05°47'42.18"" S 105°14'50.24"" T",TBP
18.09.40031,Pulau Sijebi,,"05°49'09.00"" S 105°20'37.53"" T",TBP
18.09.40032,Pulau Siuncal,,"05°48'15.22"" S 105°19'14.30"" T",TBP
18.09.40033,Pulau Tangkil,,"05°30'44.89"" S 105°16'17.36"" T",TBP
18.09.40034,Pulau Tanjungputus,,"05°43'57.18"" S 105°12'40.86"" T",BP
18.09.40035,Pulau Tegal,,"05°34'05.00"" S 105°16'30.75"" T",TBP
18.09.40036,Pulau Umangumang,,"05°47'32.22"" S 105°16'42.85"" T",TBP
18.71,KOTA BANDAR LAMPUNG,2,,
18.71.40001,Pulau Kubur,,"05°29'20.00"" S 105°15'38.00"" T",TBP
18.71.40002,Pulau Pasaran,,"05°27'50.00"" S 105°15'55.00"" T",BP
Jumlah Pulau Provinsi LAMPUNG,,172,,
