NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,61.07.07,7 Jagoi Babang,,,,,,6,,,
,61.07.08,8 Monterado,,,,,,11,,,
,61.07.09,9 Teriak,,,,,,18,,,
,61.07.10,10 Suti Semarang,,,,,,8,,,
,61.07.11,11 Capkala,,,,,,6,,,
,61.07.12,12 Siding,,,,,,8,,,
,61.07.13,13 Lumar,,,,,,5,,,
,61.07.14,14 Sungai Betung,,,,,,4,,,
,61.07.15,15 Sungai Raya Kepulauan,,,,,,5,,,Perda No. 7/2006
,61.07.16,16 Lembah Bawang,,,,,,8,,,Perda No. 12/2006
,61.07.17,17 Tujuh Belas,,,,,,4,,,Perda No. 8/2006
,61.08,8 KAB. LANDAK,Ngabang,,,13,0,156,8.431,405.156,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,61.08.01,1 Ngabang,,,,,,19,,,
,61.08.02,2 Mempawah Hulu,,,,,,17,,,
,61.08.03,3 Menjalin,,,,,,8,,,
,61.08.04,4 Mandor,,,,,,17,,,
,61.08.05,5 Air Besar,,,,,,16,,,
,61.08.06,6 Menyuke,,,,,,16,,,
,61.08.07,7 Sengah Temila,,,,,,14,,,
,61.08.08,8 Meranti,,,,,,6,,,
,61.08.09,9 Kuala Behe,,,,,,11,,,
,61.08.10,10 Sebangki,,,,,,5,,,
,61.08.11,11 Jelimpo,,,,,,13,,,Perda No. 7/2006
,61.08.12,12 Banyuke Hulu,,,,,,7,,,Perda No. 8/2006
,61.08.13,13 Sompak,,,,,,7,,,Perda No. 9/2006
,61.09,9 KAB. SEKADAU,Sekadau,,,7,0,94,5.979,216.260,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,61.09.01,1 Sekadau Hilir,,,,,,20,,,
,61.09.02,2 Sekadau Hulu,,,,,,15,,,
,61.09.03,3 Nanga Taman,,,,,,15,,,
,61.09.04,4 Nanga Mahap,,,,,,13,,,
,61.09.05,5 Belitang Hilir,,,,,,11,,,
,61.09.06,6 Belitang Hulu,,,,,,13,,,
,61.09.07,7 Belitang,,,,,,7,,,
