NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,61.04.08,7 Simpang Hulu,,,,,,15,,,
,61.04.11,8 Nanga Tayap,,,,,,20,,,
,61.04.12,9 Matan Hilir Selatan,,,,,,11,,,
,61.04.13,10 Tumbang Titi,,,,,,25,,,
,61.04.14,11 Jelai Hulu,,,,,,22,,,
,61.04.16,12 Delta Pawan,,,,,5,4,,,
,61.04.17,13 Muara Pawan,,,,,,8,,,
,61.04.18,14 Benua Kayong,,,,,4,7,,,
,61.04.19,15 Hulu Sungai,,,,,,12,,,
,61.04.20,16 Simpang Dua,,,,,,6,,,
,61.04.21,17 Air Upas,,,,,,9,,,
,61.04.22,18 Singkup,,,,,,8,,,
,61.04.24,19 Pemahan,,,,,,7,,,Perda No. 9/2005.
,61.04.25,20 Sungai Melayu Rayak,,,,,,11,,,Perda No. 10/2005.
,61.05,5 KAB. SINTANG,Sintang,,,14,16,390,22.026,429.357,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,61.05.01,1 Sintang,,,,,16,13,,,
,61.05.02,2 Tempunak,,,,,,26,,,
,61.05.03,3 Sepauk,,,,,,39,,,
,61.05.04,4 Ketungau Hilir,,,,,,24,,,
,61.05.05,5 Ketungau Tengah,,,,,,29,,,
,61.05.06,6 Ketungau Hulu,,,,,,29,,,
,61.05.07,7 Dedai,,,,,,31,,,
,61.05.08,8 Kayan Hilir,,,,,,43,,,
,61.05.09,9 Kayan Hulu,,,,,,31,,,
,,Belimbing,,,,,,,,,"Menjadi wil. Kab. Melawi, UU No. 34/2003."
,,Nanga Pinoh,,,,,,,,,"Menjadi wil. Kab. Melawi, UU No. 34/2003."
,,Ella Hilir,,,,,,,,,"Menjadi wil. Kab. Melawi, UU No. 34/2003."
,,Menukung,,,,,,,,,"Menjadi wil. Kab. Melawi, UU No. 34/2003."
,61.05.14,14 Serawai,,,,,,38,,,
,61.05.15,15 Ambalau,,,,,,33,,,
,,Sayan,,,,,,,,,"Menjadi wil. Kab. Melawi, UU No. 34/2003."
,,Tanah Pinoh,,,,,,,,,"Menjadi wil. Kab. Melawi, UU No. 34/2003."
,,Sokan,,,,,,,,,"Menjadi wil. Kab. Melawi, UU No. 34/2003."
,61.05.19,19 Kelam Permai,,,,,,17,,,
