K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33,JAWA TENGAH,,,,,,,
33.21,KAB. DEMAK,,,14,6,243,"977,770","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
33.21.01,,,,1Mranggen,-,19,,
33.21.01.2001,,,,,,1 Banyumeneng,,
33.21.01.2002,,,,,,2 Kebonbatur,,
33.21.01.2003,,,,,,3 Sumberejo,,
33.21.01.2004,,,,,,4 Kalitengah,,
33.21.01.2005,,,,,,5 Kangkung,,
33.21.01.2006,,,,,,6 Mranggen,,
33.21.01.2007,,,,,,7 Batursari,,
33.21.01.2008,,,,,,8 Bandungrejo,,
33.21.01.2009,,,,,,9 Brumbung,,
33.21.01.2010,,,,,,10 Kembangarum,,
33.21.01.2011,,,,,,11 Karangsono,,
33.21.01.2012,,,,,,12 Tamansari,,
33.21.01.2013,,,,,,13 Ngemplak,,
33.21.01.2014,,,,,,14 Menur,,
33.21.01.2015,,,,,,15 Jamus,,
33.21.01.2016,,,,,,16 Wringinjajar,,
33.21.01.2017,,,,,,17 Waru,,
33.21.01.2018,,,,,,18 Tegalarum,,
33.21.01.2019,,,,,,19 Candisari,,
33.21.02,,,,2Karangawen,-,12,,
33.21.02.2001,,,,,,1 Jragung,,
33.21.02.2002,,,,,,2 Wonosekar,,
33.21.02.2003,,,,,,3 Margohayu,,
33.21.02.2004,,,,,,4 Teluk,,
33.21.02.2005,,,,,,5 Tlogorejo,,
33.21.02.2006,,,,,,6 Rejosari,,
33.21.02.2007,,,,,,7 Karangawen,,
33.21.02.2008,,,,,,8 Kuripan,,
33.21.02.2009,,,,,,9 Bumirejo,,
33.21.02.2010,,,,,,10 Brambang,,
33.21.02.2011,,,,,,11 Sidorejo,,
33.21.02.2012,,,,,,12 Pundenarum,,
33.21.03,,,,3Guntur,-,20,,
33.21.03.2001,,,,,,1 Blerong,,
,,,,,,,,
