NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,81.02.03,2 Kei Besar,,,,,,37,,,
,81.02.04,3 Kei Besar Selatan,,,,,,10,,,
,81.02.05,4 Kei Besar Utara Timur,,,,,,30,,,
,,Pulau-Pulau Aru,,,,,,,,,"Menjadi wil Kab. Kepulauan Aru, UU No. 40/2003"
,,P.P. Aru Selatan,,,,,,,,,"Menjadi wil Kab. Kepulauan Aru, UU No. 40/2003"
,,P.P.Aru Tengah,,,,,,,,,"Menjadi wil Kab. Kepulauan Aru, UU No. 40/2003"
,81.02.13,8 Kei Kecil Timur,,,,,,18,,,
,81.02.14,9 Kei Kecil Barat,,,,,,10,,,
,81.02.15,10 Manyeuw,,,,,,9,,,Pemekaran Kec. Perda No. 7/2012
,81.02.16,11 Hoat Sorbay,,,,,,13,,,Pemekaran Kec. Perda No. 8/2012
,81.02.17,12 Kei Besar Utara Barat,,,,,,25,,,Pemekaran Kec. Perda No. 9/2012
,81.02.18,13 Kei Besar Selatan Barat,,,,,,13,,,Pemekaran Kec. Perda No. 10/2012
,81.02.19,14 Kei Kecil Timur Selatan,,,,,,11,,,Pemekaran Kec. Perda No. 11/2012
,81.03,3 KAB. KEPULAUAN TANIMBAR,Saumlaki,,,10,2,80,4.431,128.489,"Luas Wilayah Definitif, PAWAP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,81.03.01,1 Tanimbar Selatan,,,,,2,10,,,
,81.03.02,2 Selaru,,,,,,7,,,
,81.03.03,3 Wertamrian,,,,,,9,,,"Perbaikan nama kecamatan semula Wer Tamrian menjadi Wertamrian
sesuai Perda Kab. Kepulauan Tanimbar No.10/2021."
,81.03.04,4 Wermaktian,,,,,,9,,,"Perbaikan nama kecamatan semula Wer Maktian menjadi Wermaktian
sesuai Perda Kab. Kepulauan Tanimbar No.10/2021."
,81.03.05,5 Tanimbar Utara,,,,,,8,,,
,81.03.06,6 Fordata,,,,,,6,,,"Perubahan nama kecamatan semula Yaru menjadi Fordata sesuai Perda
Kab. Kepulauan Tanimbar No.10/2021."
,81.03.07,7 Wuar Labobar,,,,,,11,,,Perda Kab. Kepulauan Tanimbar No.10/2021.
,81.03.08,8 Kormomolin,,,,,,10,,,
,81.03.09,9 Nirunmas,,,,,,5,,,
,81.03.18,10 Molu Maru,,,,,,5,,,Pemekaran Kec. Perda No. 12 Tahun 2011
,81.04,4 KAB. BURU,Namlea,,,10,0,82,4.916,137.283,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,81.04.01,1 Namlea,,,,,,7,,,
,81.04.02,2 Air Buaya,,,,,,10,,,
,81.04.03,3 Waeapo,,,,,,7,,,
,81.04.06,4 Waplau,,,,,,10,,,
,81.04.10,5 Batabual,,,,,,5,,,
,81.04.11,6 Lolong Guba,,,,,,10,,,Pemekaran Kec. Waeapo Perda No. 20/2012
