NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,11.03.23,23 Idi Timur,,,,,,13,,,Qanun No. 5/2007
,11.03.24,24 Peunaron,,,,,,5,,,Qanun No. 5/2007
,11.04,4 KAB. ACEH TENGAH,Takengon,,,14,0,295,4.468,219.744,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,11.04.01,1 Linge,,,,,,26,,,
,11.04.02,2 Silih Nara,,,,,,33,,,
,11.04.03,3 Bebesen,,,,,,28,,,
,,Bukit,,,,,,,,,"Menjadi wil. Kab. Bener Meriah, UU No. 41 / 2003."
,,Timang gajah,,,,,,,,,"Menjadi wil. Kab. Bener Meriah, UU No. 41 / 2003."
,,Bandar,,,,,,,,,"Menjadi wil. Kab. Bener Meriah, UU No. 41 / 2003."
,11.04.07,7 Pegasing,,,,,,31,,,
,11.04.08,8 Bintang,,,,,,24,,,
,,Syiah Utama,,,,,,,,,"Menjadi wil. Kab. Bener Meriah, UU No. 41 / 2003."
,11.04.10,10 Ketol,,,,,,25,,,
,11.04.11,11 Kebayakan,,,,,,20,,,
,11.04.12,12 Kute Panang,,,,,,24,,,
,11.04.13,13 Celala,,,,,,17,,,
,,Pintu Rime Gayo,,,,,,,,,"Menjadi wil. Kab. Bener Meriah, UU No. 41 / 2003."
,,Wih Pesam,,,,,,,,,"Menjadi wil. Kab. Bener Meriah, UU No. 41 / 2003."
,,Permata,,,,,,,,,"Menjadi wil. Kab. Bener Meriah, UU No. 41 / 2003."
,11.04.17,17 Laut Tawar,,,,,,18,,,
,11.04.18,18 Atu Lintang,,,,,,11,,,Qanun No. 1/2006
,11.04.19,19 Jagong Jeget,,,,,,10,,,Qanun No. 1/2006
,11.04.20,20 Bies,,,,,,12,,,Qanun No. 1/2006
,11.04.21,21 Rusip Antara,,,,,,16,,,Qanun No. 1/2006
,11.05,5 KAB. ACEH BARAT,Meulaboh,,,12,0,322,2.783,198.858,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,11.05.01,1 Johan Pahlawan,,,,,,21,,,"Perbaikan nama kec. semula Johan Pahwalan menjadi Johan Pahlawan,
sesuai:
Qanun No. 5 Tahun 2015; dan
Surat Sekda Pem. Aceh No. 140/14270 tgl 07 September 2022."
,11.05.02,2 Kaway XVI,,,,,,44,,,
,11.05.03,3 Sungai Mas,,,,,,18,,,
,11.05.04,4 Woyla,,,,,,43,,,
,11.05.05,5 Samatiga,,,,,,32,,,
,11.05.06,6 Bubon,,,,,,17,,,
