NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,75.04.13,13 Popayato Barat,,,,,,7,,,Perda No. 2/2008
,75.05,5 KAB. GORONTALO UTARA,Kwandang,,,11,0,123,1.704,126.223,"UU No. 11/2007
Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,75.05.01,1 Atinggola,,,,,,14,,,Semula wil. Kab. Gorontalo
,75.05.02,2 Kwandang,,,,,,18,,,Semula wil. Kab. Gorontalo
,75.05.03,3 Anggrek,,,,,,15,,,Semula wil. Kab. Gorontalo
,75.05.04,4 Sumalata,,,,,,11,,,Semula wil. Kab. Gorontalo
,75.05.05,5 Tolinggula,,,,,,10,,,Semula wil. Kab. Gorontalo
,75.05.06,6 Gentuma Raya,,,,,,11,,,Pemekaran Kecamatan Perda No. 23/2008
,75.05.07,7 Tomilito,,,,,,10,,,"Pemekaran dari Kecamatan Kwandang, Perda No. 14/2011
Perbaikan nama kecamatan semula Tomolito menjadi Tomilito sesuai
Peraturan Bupati Gorontalo Utara No.14/2011 tentang Pembentukan
Kecamatan Tomilito."
,75.05.08,8 Ponelo Kepulauan,,,,,,4,,,"Pemekaran dari Kecamatan Kwandang, Perda No. 15/2011"
,75.05.09,9 Monano,,,,,,10,,,"Pemekaran dari Kecamatan Anggrek, Perda No. 16/2011"
,75.05.10,10 Biau,,,,,,10,,,"Pemekaran dari Kecamatan Tolinggula, Perda No. 17/2011"
,75.05.11,11 Sumalata Timur,,,,,,10,,,"Pemekaran dari Kecamatan Sumalata, Perda No. 18/2011"
,75.71,6 KOTA GORONTALO,Gorontalo,,,9,50,0,71,202.139,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,75.71.01,1 Kota Barat,,,,,7,,,,
,75.71.02,2 Kota Selatan,,,,,5,,,,
,75.71.03,3 Kota Utara,,,,,6,,,,
,75.71.04,4 Dungingi,,,,,5,,,,
,75.71.05,5 Kota Timur,,,,,6,,,,
,75.71.06,6 Kota Tengah,,,,,6,,,,Perda No. 3/2005
,75.71.07,7 Sipatana,,,,,5,,,,Pemekaran Kec. Perda No. 19/2011
,75.71.08,8 Dumbo Raya,,,,,5,,,,Pemekaran Kec. Perda No. 20/2011
,75.71.09,9 Hulonthalangi,,,,,5,,,,Pemekaran Kec. Perda No. 20/2011
