NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,51.04,4 KAB. GIANYAR,Gianyar,,,7,6,64,364,501.870,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,51.04.01,1 Sukawati,,,,,,12,,,
,51.04.02,2 Blahbatuh,,,,,,9,,,
,51.04.03,3 Gianyar,,,,,5,12,,,
,51.04.04,4 Tampaksiring,,,,,,8,,,
,51.04.05,5 Ubud,,,,,1,7,,,
,51.04.06,6 Tegallalang,,,,,,7,,,Koreksi nama kec. Surat No. 100/16714/B.Tapem tgl. 15 Des 2016
,51.04.07,7 Payangan,,,,,,9,,,
,51.05,5 KAB. KLUNGKUNG,Semarapura,,,4,6,53,314,217.469,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,51.05.01,1 Nusa Penida,,,,,,16,,,
,51.05.02,2 Banjarangkan,,,,,,13,,,
,51.05.03,3 Klungkung,,,,,6,12,,,
,51.05.04,4 Dawan,,,,,,12,,,
,51.06,6 KAB. BANGLI,Bangli,,,4,4,68,527,255.413,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,51.06.01,1 Susut,,,,,,9,,,
,51.06.02,2 Bangli,,,,,4,5,,,
,51.06.03,3 Tembuku,,,,,,6,,,
,51.06.04,4 Kintamani,,,,,,48,,,
,51.07,7 KAB. KARANGASEM,Amlapura,,,8,3,75,839,522.729,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,51.07.01,1 Rendang,,,,,,6,,,
,51.07.02,2 Sidemen,,,,,,10,,,
,51.07.03,3 Manggis,,,,,,12,,,
,51.07.04,4 Karangasem,,,,,3,8,,,
,51.07.05,5 Abang,,,,,,14,,,
,51.07.06,6 Bebandem,,,,,,8,,,
,51.07.07,7 Selat,,,,,,8,,,
,51.07.08,8 Kubu,,,,,,9,,,
,51.08,8 KAB. BULELENG,Singaraja,,,9,19,129,1.323,827.642,"Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,51.08.01,1 Gerokgak,,,,,,14,,,
,51.08.02,2 Seririt,,,,,1,20,,,
