K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33.15.13.2009,,,,,,7 Nglobar,,
33.15.13.2010,,,,,,8 Kedungrejo,,
33.15.13.2011,,,,,,9 Karanganyar,,
33.15.13.1012,,,,,3Purwodadi,,,
33.15.13.1013,,,,,4Kuripan,,,
33.15.13.2014,,,,,,10 Ngembak,,
33.15.13.2015,,,,,,11 Cingkrong,,
33.15.13.2016,,,,,,12 Pulorejo,,
33.15.13.2017,,,,,,13 Putat,,
33.15.14,,,,14Brati,-,9,,
33.15.14.2001,,,,,,1 Menduran,,
33.15.14.2002,,,,,,2 Jangkungharjo,,
33.15.14.2003,,,,,,3 Temon,,
33.15.14.2004,,,,,,4 Lemahputih,,"Perbaikan nama desa semula Lemah Putih menjadi Lemahputih sesuai
Perda Kab. Grobogan No.4 Tahun 2016 Tentang Penataan dan
Penetapan Desa."
33.15.14.2005,,,,,,5 Tirem,,
33.15.14.2006,,,,,,6 Karangsari,,
33.15.14.2007,,,,,,7 Kronggen,,
33.15.14.2008,,,,,,8 Katekan,,
33.15.14.2009,,,,,,9 Tegalsumur,,
33.15.15,,,,15Klambu,-,9,,
33.15.15.2001,,,,,,1 Kandangrejo,,
33.15.15.2002,,,,,,2 Selojari,,
33.15.15.2003,,,,,,3 Taruman,,
33.15.15.2004,,,,,,4 Penganten,,
33.15.15.2005,,,,,,5 Klambu,,
33.15.15.2006,,,,,,6 Menawan,,
33.15.15.2007,,,,,,7 Terkesi,,
33.15.15.2008,,,,,,8 Jenengan,,
33.15.15.2009,,,,,,9 Wandan Kemiri,,
33.15.16,,,,16Godong,-,28,,
33.15.16.2001,,,,,,1 Guyangan,,
33.15.16.2002,,,,,,2 Werdoyo,,
33.15.16.2003,,,,,,3 Guci,,
33.15.16.2004,,,,,,4 Anggaswangi,,
33.15.16.2005,,,,,,5 Ketangirejo,,
33.15.16.2006,,,,,,6 Sambung,,
33.15.16.2007,,,,,,7 Sumurgede,,
33.15.16.2008,,,,,,8 Latak,,
,,,,,,,,
