K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12.10.19.2002,,,,,,1 Sei Penggantungan,,
12.10.19.2003,,,,,,2 Sei Lumut,,
12.10.19.2004,,,,,,3 Sei Tawar,,
12.10.19.2005,,,,,,4 Sei Sanggul,,
12.10.19.2006,,,,,,5 Sei Sakat,,
12.10.19.2007,,,,,,6 Sei Baru,,
12.10.19.2008,,,,,,7 Wonosari,,
12.10.20,,,,9Panai Hulu,-,7,,
12.10.20.2001,,,,,,"1 Tanjung Sarang
Elang",,
12.10.20.2002,,,,,,2 Perkebunan Ajamu,,"Perbaikan nama sesuai BA No. 2826.a/BP/2017 Rapat Penyusunan
dan Validasi Data Wilayah tgl 30 Okt s/d 1 Nov 2017"
12.10.20.2003,,,,,,3 Teluk Sentosa,,
12.10.20.2004,,,,,,4 Cinta Makmur,,
12.10.20.2005,,,,,,5 Sei Sentosa,,
12.10.20.2006,,,,,,6 Meranti Paham,,
12.10.20.2007,,,,,,7 Sei Jawi-Jawi,,"Perbaikan nama sesuai BA No. 2826.a/BP/2017 Rapat Penyusunan
dan Validasi Data Wilayah tgl 30 Okt s/d 1 Nov 2017"
,,,,Kualuh Selatan,,,,"Menjadi wil. Kab. Labuhanbatu Utara, UU No. 23/2008"
,,,,,Gunting Saga,,,
,,,,,,Damuli Pekan,,
,,,,,,Siamporik,,
,,,,,,Lobu Huala,,
,,,,,,Gunung Melayu,,
,,,,,,Damuli Kebun,,
,,,,,,Hasang,,
,,,,,,Bandar Lama,,
,,,,,,Sidua-dua,,
,,,,,,Simangalam,,
,,,,,,Tanjung Pasir,,
,,,,,,Sialang Taji,,
,,,,Aek Kuo,,,,"Menjadi wil. Kab. Labuhanbatu Utara, UU No. 23/2008"
,,,,,,Aek Korsik,,
,,,,,,Bandar Selamat,,
,,,,,,Perk.Padang Halaban,,
,,,,,,"Perkebunan
Panigoran",,
,,,,,,Sidomulyo,,
,,,,,,Karang Anyer,,
,,,,,,Padang Maninjau,,
,,,,,,Purworejo,,
