K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32.08.04.2002,,,,,,2 Cilayung,,
32.08.04.2003,,,,,,3 Ciwaru,,
32.08.04.2004,,,,,,4 Garajati,,
32.08.04.2005,,,,,,5 Baok,,
32.08.04.2006,,,,,,6 Andamui,,
32.08.04.2007,,,,,,7 Sagaranten,,
32.08.04.2008,,,,,,8 Citundun,,
32.08.04.2009,,,,,,9 Lebakherang,,
32.08.04.2010,,,,,,10 Karangbaru,,
32.08.04.2011,,,,,,11 Linggajaya,,Pemekaran desa Perda No. 4/2004
32.08.04.2012,,,,,,12 Citikur,,"Perda No. 17/2005, Pemekaran dari sebagian wil. Desa Sumberjaya"
32.08.05,,,,5Cibingbin,-,10,,
32.08.05.2001,,,,,,1 Cipondok,,"Surat Bup No 138/649/tapem tgl 23-2-2020 Perbaiakn nama dan kode
wil di Kab Kuningan"
32.08.05.2002,,,,,,2 Sindangjawa,,
32.08.05.2003,,,,,,3 Ciangir,,
32.08.05.2004,,,,,,4 Cibingbin,,
32.08.05.2005,,,,,,5 Citenjo,,
32.08.05.2006,,,,,,6 Dukuhbadag,,
32.08.05.2007,,,,,,7 Bantarpanjang,,
32.08.05.2008,,,,,,8 Sukamaju,,
32.08.05.2009,,,,,,9 Sukaharja,,
32.08.05.2010,,,,,,10 Cisaat,,
32.08.06,,,,6Luragung,-,16,,
32.08.06.2001,,,,,,1 Dukuhpicung,,
32.08.06.2002,,,,,,2 Walaharcageur,,
32.08.06.2003,,,,,,3 Wilanagara,,
32.08.06.2004,,,,,,4 Cigedang,,
32.08.06.2005,,,,,,5 Luragungtonggoh,,"Surat Bup No 138/649/tapem tgl 23-2-2020 Perbaiakn nama dan kode
wil di Kab Kuningan (Perda No 19 Th 2009)"
32.08.06.2006,,,,,,6 Sindangsari,,
32.08.06.2007,,,,,,7 Cirahayu,,
32.08.06.2008,,,,,,8 Margasari,,
32.08.06.2009,,,,,,9 Sindangsuka,,
32.08.06.2010,,,,,,10 Cikandang,,
32.08.06.2011,,,,,,11 Panyosogan,,
32.08.06.2012,,,,,,12 Gunungkarung,,
32.08.06.2013,,,,,,13 Luragunglandeuh,,"Surat Bup No 138/649/tapem tgl 23-2-2020 Perbaiakn nama dan kode
wil di Kab Kuningan (Perda No 6 Th 2002)"
32.08.06.2014,,,,,,14 Dukuhmaja,,
32.08.06.2015,,,,,,15 Benda,,Semula wil kec Cimahii Perda 19/2009
,,,,,,,,
