Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
64.08.40010,Pulau Panjang Satu,,"00°54'11.00"" U 118°55'01.99"" T",TBP
64.08.40011,Pulau Pemantuan,,"01°06'07.36"" U 117°54'50.69"" T",TBP
64.08.40012,Pulau Peti,,"01°02'05.77"" U 117°57'53.69"" T",TBP
64.08.40013,Pulau Rapak,,"01°03'03.30"" U 117°55'55.23"" T",TBP
64.08.40014,Pulau Rinding,,"00°53'23.02"" U 118°01'17.00"" T",BP
64.08.40015,Pulau Sengkuang,,"01°01'21.00"" U 117°57'38.00"" T",BP
64.08.40016,Pulau Senumpak,,"00°55'05.00"" U 118°00'04.00"" T",BP
64.08.40017,Pulau Serai,,"00°54'25.99"" U 118°00'47.99"" T",TBP
64.08.40018,Pulau Seribu,,"01°04'44.22"" U 117°54'34.58"" T",TBP
64.08.40019,Pulau Seribu,,"01°04'40.78"" U 117°53'57.06"" T",
64.08.40020,Pulau Sitoddo,,"00°53'17.99"" U 118°54'11.99"" T",TBP
64.08.40021,Pulau Tanjungsitebba,,"00°49'01.99"" U 118°43'04.00"" T",TBP
64.08.40022,Pulau Tempurung,,"00°55'58.21"" U 117°59'27.67"" T",TBP
64.09,KAB. PENAJAM PASER UTARA,16,,
64.09.40001,Pulau Baru Ilir,,"01°07'35.38"" S 116°42'39.59"" T",TBP
64.09.40002,Pulau Baru Ulu,,"01°07'19.99"" S 116°42'28.98"" T",TBP
64.09.40003,Pulau Batupayau,,"01°05'52.43"" S 116°43'05.12"" T",TBP
64.09.40004,Pulau Cempa,,"01°07'36.19"" S 116°42'56.00"" T",TBP
64.09.40005,Pulau Datuk,,"01°07'54.99"" S 116°42'55.00"" T",TBP
64.09.40006,Pulau Idoh,,"01°11'54.30"" S 116°42'11.62"" T",TBP
64.09.40007,Pulau Jawang,,"01°01'21.00"" S 116°44'30.99"" T",TBP
64.09.40008,Pulau Kedumpit,,"01°10'14.99"" S 116°45'18.00"" T",TBP
64.09.40009,Pulau Kedumpit Barat,,"01°10'09.99"" S 116°44'42.00"" T",TBP
64.09.40010,Pulau Kedumpit Tengah,,"01°10'17.03"" S 116°44'48.73"" T",TBP
64.09.40011,Pulau Kedumpit Timur,,"01°10'19.84"" S 116°44'54.66"" T",TBP
64.09.40012,Pulau Kwangan,,"01°08'52.00"" S 116°44'37.97"" T",TBP
64.09.40013,Pulau Maridan,,"01°07'44.00"" S 116°42'33.99"" T",TBP
64.09.40014,Pulau Sabut,,"01°02'49.37"" S 116°43'36.99"" T",TBP
64.09.40015,Pulau Selumut,,"01°08'08.00"" S 116°42'43.99"" T",TBP
64.09.40016,Pulau Sera,,"01°12'13.60"" S 116°42'03.65"" T",TBP
64.71,KOTA BALIKPAPAN,5,,
64.71.40001,Pulau Babi,,"01°16'48.18"" S 116°48'32.46"" T",TBP
64.71.40002,Pulau Demis,,"01°05'17.99"" S 116°44'06.00"" T",TBP
64.71.40003,Pulau Posa,,"01°11'43.00"" S 116°49'14.00"" T",TBP
64.71.40004,Pulau Tukung,,"01°16'28.11"" S 116°48'16.01"" T",TBP
64.71.40005,Pulau Using,,"01°12'28.00"" S 116°49'53.00"" T",TBP
64.72,KOTA SAMARINDA,1,,
64.72.40001,Pulau Buaya,,"00°34'39.82"" S 117°14'30.83"" T",
64.74,KOTA BONTANG,17,,
64.74.40001,Pulau Agaragar,,"00°07'53.00"" U 117°31'49.00"" T",TBP
