K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.02.02.2026,,,,,,26 Gaya Jaya,,
11.02.02.2027,,,,,,27 Gelah Musara,,"Qanun No. 32/2006, Perbaikan nama sesuai Surat Pem Aceh No.
146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong
di Aceh"
11.02.02.2028,,,,,,28 Mulie Dame,,"Qanun No. 32/2006, Perbaikan nama sesuai Surat Pem Aceh No.
146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong
di Aceh"
11.02.02.2029,,,,,,"29 Lawe Loning
Hakhapen",,Qanun No. 32/2006
11.02.02.2030,,,,,,30 Karya Indah,,Qanun No. 32/2006
11.02.02.2031,,,,,,31 Kayu Mbelin,,Qanun No. 32/2006
11.02.02.2032,,,,,,"32 Lawe Sigala Barat
Jaya",,Qanun No. 32/2006
11.02.02.2033,,,,,,33 Lawe Pekhidinen,,Qanun No. 32/2006
11.02.02.2034,,,,,,34 Kertimbang,,Qanun No. 32/2006
11.02.02.2035,,,,,,35 Ndauh Nitenggo,,"Qanun No. 32/2006, Perbaikan nama Surat Pem Aceh No. 146.1/10560
tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.03,,,,3Bambel,-,33,,
11.02.03.2001,,,,,,1 Bambel Gabungan,,
11.02.03.2002,,,,,,2 Kisam,,
,,,,,,Berandang,,"Menjadi wil. Kec. Lawe Sumur, Qanun No. 19/2006"
,,,,,,Kuta Lesung,,"Menjadi wil. Kec. Lawe Sumur, Qanun No. 19/2006"
11.02.03.2005,,,,,,3 Lawe Hijo,,
11.02.03.2006,,,,,,4 Pinding,,
,,,,,,"Terutung Megara
Lawe Pasaran",,"Menjadi wil. Kec. Lawe Sumur, Qanun No. 19/2006"
,,,,,,Lawe Sumur,,"Menjadi wil. Kec. Lawe Sumur, Qanun No. 19/2006"
11.02.03.2009,,,,,,5 Terutung Megara Asli,,
,,,,,,Panosan,,"Menjadi wil. Kec. Lawe Sumur, Qanun No. 19/2006"
11.02.03.2011,,,,,,6 Biak Muli,,
11.02.03.2012,,,,,,7 Kute Lang-Lang,,Qanun No. 27/2006
11.02.03.2013,,,,,,8 Pedesi,,
11.02.03.2014,,,,,,"9 Terutung Payung
Hulu",,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.02.03.2015,,,,,,10 Terutung Payung Hilir,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.02.03.2016,,,,,,11 Tualang Sembilar,,
11.02.03.2017,,,,,,12 Kuning I,,
11.02.03.2018,,,,,,13 Kuning II,,
11.02.03.2019,,,,,,14 Cinta Damai,,
,,,,,,,,
