K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.07.13.2015,,,,,,15 Blang Beureueh,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.13.2016,,,,,,16 Dayah Beureueh,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.13.2017,,,,,,17 Pante Beureueh,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.13.2018,,,,,,18 Rapana,,
11.07.13.2019,,,,,,19 Paya Tiba,,
11.07.13.2020,,,,,,20 Paloh Kambuek,,
11.07.13.2021,,,,,,21 Lampoh Sirong,,
11.07.13.2022,,,,,,22 Mee Panyang,,
11.07.13.2023,,,,,,23 Reului,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.07.13.2024,,,,,,24 Dayah Syarif,,"perbaikan nama dari Dayah Syarief menjadi Dayah Syarif,Perbaikan
nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17 Mei 2017
dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21 Juni
2017,surat Bupati Pidie No 140/2364 tgl 13 April 2021,Surat Sesditjen
Bina Pemerintahan Desa No 145/2430/BPD tgl 24 Mei 2021"
11.07.13.2025,,,,,,25 Peureulak,,
11.07.13.2026,,,,,,26 Ribeun,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.07.13.2027,,,,,,27 Balee Busu,,
11.07.13.2028,,,,,,28 Lingkok,,"perbaikan nama dari Lingkok Busu menjadi Lingkok.surat Bupati Pidie
No 140/2364 tgl 13 April 2021,Surat Sesditjen Bina Pemerintahan Desa
No 145/2430/BPD tgl 24 Mei 2021"
11.07.13.2029,,,,,,29 Kumbang,,
,,,,,,Ra Pana,,
,,,,,,Paya Tiba,,
11.07.14,,,,11Padang Tiji,-,64,,
11.07.14.2001,,,,,,1 Mesjid Kunyet,,
11.07.14.2002,,,,,,2 Piala Kunyet,,
11.07.14.2003,,,,,,3 Hagu Kunyet,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.14.2004,,,,,,4 Baro Kunyet,,
11.07.14.2005,,,,,,5 Dayah Tanoh Kunyet,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.14.2006,,,,,,"6 Kambuek Nicah
Kunyet",,"Perbaikan nama dari Kambuk Nicah Kunyet menjadi Kambuek Nicah
Kunyet,Surat Pem Aceh No. 146.1/10560 tgl 13 Juni 2016,surat Bupati
Pidie No 140/2364 tgl 13 April 2021,Surat Sesditjen Bina Pemerintahan
Desa No 145/2430/BPD tgl 24 Mei 2021"
11.07.14.2007,,,,,,"7 Kambuek Payapi
Kunyet",,"Perbaikan nama dari Kambuk Payapi Kunyet menjadi Kambuek Payapi
Kunyet,surat Bupati Pidie No 140/2364 tgl 13 April 2021,surat Bupati
Pidie No 140/2364 tgl 13 April 2021,Surat Sesditjen Bina Pemerintahan
Desa No 145/2430/BPD tgl 24 Mei 2021"
,,,,,,,,
