K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12.05.05.2007,,,,,,6 Suka Makmur,,
12.05.06,,,,6Selesai,1,13,,
12.05.06.1001,,,,,1Pekan Selesai,,,
12.05.06.2002,,,,,,1 Sei Limbat,,
12.05.06.2003,,,,,,2 Padang Brahrang,,
12.05.06.2004,,,,,,3 Tanjung Merahe,,
12.05.06.2005,,,,,,4 Nambiki,,
12.05.06.2006,,,,,,5 Lau Mulgap,,"Perbaikan nama sesuai BA No.2826.a/BP/2017 Rapat penyusunan dan
Validasi Data Wilayah tgl 30 Okt s/d 1 Nov 2017, Perbaikan nama desa
sesuai UU Drt No.7 thn 1956 dan Srt Gub No.120/9881 tgl 2 Okt 2018
hal pengantar revisi kode dan data wil adm pem"
12.05.06.2007,,,,,,6 Kuta Parit,,"Perbaikan nama sesuai BA No. 2826.a/BP/2017 Rapat Penyusunan
dan Validasi Data Wilayah tgl 30 Okt s/d 1 Nov 2017"
12.05.06.2008,,,,,,7 Bekulap,,
12.05.06.2009,,,,,,8 Perhiasan,,
12.05.06.2010,,,,,,9 Selayang,,
12.05.06.2011,,,,,,10 Mancang,,
12.05.06.2012,,,,,,11 Kwala Air Hitam,,
12.05.06.2013,,,,,,12 Padang Cermin,,
12.05.06.2014,,,,,,13 Selayang Baru,,Perda No. 24/2007
12.05.07,,,,7Stabat,6,6,,
12.05.07.2001,,,,,,1 Karang Rejo,,
12.05.07.2002,,,,,,2 Kwala Begumit,,
12.05.07.2003,,,,,,3 Mangga,,
12.05.07.1004,,,,,1Perdamaian,,,
12.05.07.1005,,,,,2Kwala Bingai,,,
12.05.07.1006,,,,,3Sidomulyo,,,
12.05.07.2007,,,,,,4 Banyumas,,
12.05.07.2008,,,,,,5 Pantai Gemi,,
12.05.07.2009,,,,,,6 Ara Condong,,
12.05.07.1010,,,,,4Stabat Baru,,,
12.05.07.1011,,,,,5Dendang,,,Perda No. 25/2007
12.05.07.1012,,,,,6Paya Mabar,,,Perda No. 25/2007
12.05.08,,,,8Wampu,1,13,,
12.05.08.1001,,,,,1Bingai,,,
12.05.08.2002,,,,,,1 Gohor Lama,,
12.05.08.2003,,,,,,2 Stabat Lama,,
12.05.08.2004,,,,,,"3 Besilam Bukit
Lembasa",,"Perbaikan nama sesuai Surat Bupati No.138-1221/Pem/2017 tgl 12 Juni
2017 hal verifikasi nama wil adm pem kec, desa dan kel se Kab.
Langkat"
12.05.08.2005,,,,,,4 Kebun Balok,,
,,,,,,,,
