K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12,SUMATERA UTARA,,,,,,,
12.71,KOTA MEDAN,,,21,151,0,"279,290","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
12.71.01,,,,1Medan Kota,12,-,,
12.71.01.1001,,,,,1Pasar Baru,,,
12.71.01.1002,,,,,2Pusat Pasar,,,
12.71.01.1003,,,,,3Sei Rengas I,,,
12.71.01.1004,,,,,4Mesjid,,,
12.71.01.1005,,,,,5Pandau Hulu I,,,
12.71.01.1006,,,,,6Kotamatsum III,,,
12.71.01.1007,,,,,7Pasar Merah Barat,,,
12.71.01.1008,,,,,8Teladan Timur,,,
12.71.01.1009,,,,,9Teladan Barat,,,
12.71.01.1010,,,,,10Sudirejo 1,,,
12.71.01.1011,,,,,11Sudirejo II,,,
12.71.01.1012,,,,,12Sitirejo I,,,
12.71.02,,,,2Medan Sunggal,6,-,,
12.71.02.1001,,,,,1Lalang,,,
12.71.02.1002,,,,,2Sei Sikambing B,,,
12.71.02.1003,,,,,3Sunggal,,,
12.71.02.1004,,,,,4Babura Sunggal,,,
12.71.02.1005,,,,,5Tanjung Rejo,,,
12.71.02.1006,,,,,6Simpang Tanjung,,,
12.71.03,,,,3Medan Helvetia,7,-,,
12.71.03.1001,,,,,1Helvetia,,,
12.71.03.1002,,,,,2Helvetia Tengah,,,
12.71.03.1003,,,,,3Helvetia Timur,,,
12.71.03.1004,,,,,4Tanjung Gusta,,,
12.71.03.1005,,,,,5Cinta Damai,,,
12.71.03.1006,,,,,6Dwi Kora,,,
12.71.03.1007,,,,,7Sei Sikambing C II,,,
12.71.04,,,,4Medan Denai,6,-,,
12.71.04.1001,,,,,1Tegal S Mandala I,,,
12.71.04.1002,,,,,2Tegal S Mandala II,,,
12.71.04.1003,,,,,3Tegal S Mandala III,,,
12.71.04.1004,,,,,4Denai,,,
12.71.04.1005,,,,,5Binjai,,,
12.71.04.1006,,,,,6Medan Tenggara,,,
,,,,,,,,
