K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
61,KALIMANTAN BARAT,,,,,,,
61.11,KAB. KAYONG UTARA,,,6,0,43,"4.110,123","UU No. 6 /2007.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
61.11.01,,,,1Sukadana,-,10,,Semula wil. Kab. Ketapang
61.11.01.2001,,,,,,1 Sutera,,
61.11.01.2002,,,,,,2 Pangkalan Buton,,
61.11.01.2003,,,,,,3 Sejahtera,,
61.11.01.2004,,,,,,4 Simpang Tiga,,
61.11.01.2005,,,,,,5 Benawai Agung,,
61.11.01.2006,,,,,,6 Harapan Mulia,,
61.11.01.2007,,,,,,7 Pampang Harapan,,"Pemekaran sebagian Desa Pangkalan Buton, Perda No. 7/2008"
61.11.01.2008,,,,,,8 Sedahan Jaya,,"Pemekaran sebagian Desa Benawai Agung, Perda No. 8/2008"
61.11.01.2009,,,,,,9 Gunungsembilan,,"Pemekaran sebagian Desa Sutera, Perda No. 9/2008"
61.11.01.2010,,,,,,10 Riam Berasap Jaya,,"Pemekaran sebagian Desa Simpang Tiga, Perda No. 10/2008"
61.11.02,,,,2Simpang Hilir,-,12,,Semula wil. Kab. Ketapang
61.11.02.2001,,,,,,1 Teluk Melano,,"Perbaikan nama desa semula Telukmelano menjadi Teluk Melano,
sesuai:
Perda No. 4 Tahun 2015; dan
Surat Dirjen Bina Pemdes No. 145/2979/BPD tgl 13 Juni 2022."
61.11.02.2002,,,,,,2 Nipah Kuning,,
61.11.02.2003,,,,,,3 Pemangkat,,
61.11.02.2004,,,,,,4 Padu Banjar,,
61.11.02.2005,,,,,,5 Penjalaan,,"Perbaikan nama sesuai Surat Prov. Kalbar No. 100/1947/Pem-B hal
Rekomendasi Perubahan Nama Desa di Provinsi Kalbar tgl 10 Juni
2016"
61.11.02.2006,,,,,,6 Sungai Mata - Mata,,"Perbaikan nama desa semula Sungaimata-mata menjadi Sungai Mata -
Mata, sesuai:
Perda No. 4 Tahun 2015; dan
Surat Dirjen Bina Pemdes No. 145/2979/BPD tgl 13 Juni 2022."
61.11.02.2007,,,,,,7 Batu Barat,,
61.11.02.2008,,,,,,8 Pulau Kumbang,,"Perbaikan nama desa semula Pulaukumbang menjadi Pulau Kumbang,
sesuai:
Perda No. 4 Tahun 2015; dan
Surat Dirjen Bina Pemdes No. 145/2979/BPD tgl 13 Juni 2022."
61.11.02.2009,,,,,,9 Rantau Panjang,,
61.11.02.2010,,,,,,10 Matan Jaya,,"Pemekaran sebgaian Desa Batu Barat, Perda No. 11/2008"
61.11.02.2011,,,,,,11 Medan Jaya,,"Pemekaran sebgaian Desa Telukmelano, Perda No. 12/2008"
61.11.02.2012,,,,,,12 Lubuk Batu,,"Pemekaran sebgaian Desa Batu Barat, Perda No. 13/2008"
61.11.03,,,,3Teluk Batang,-,7,,Semula wil. Kab. Ketapang
61.11.03.2001,,,,,,1 Mas Bangun,,
,,,,,,,,
