K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.71.03.2005,,,,,,5 Deah Baro,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.71.03.2006,,,,,,6 Alue Deah Teungoh,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.71.03.2007,,,,,,7 Lampaseh Aceh,,
11.71.03.2008,,,,,,8 Blang Oi,,
11.71.03.2009,,,,,,9 Asoe Nanggroe,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.71.03.2010,,,,,,10 Gampong Blang,,
11.71.03.2011,,,,,,11 Gampong Pie,,
11.71.03.2012,,,,,,12 Lamjabat,,
11.71.03.2013,,,,,,13 Cot Lamkuweuh,,
11.71.03.2014,,,,,,14 Surien,,
11.71.03.2015,,,,,,15 Gampong Baro,,
11.71.03.2016,,,,,,16 Punge Ujong,,
11.71.04,,,,4Syiah Kuala,-,10,,
11.71.04.2001,,,,,,1 Jeulingke,,
11.71.04.2002,,,,,,2 Tibang,,
11.71.04.2003,,,,,,3 Deah Raya,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.71.04.2004,,,,,,4 Alue Naga,,
11.71.04.2005,,,,,,"5 Ie Masen Kayee
Adang",,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.71.04.2006,,,,,,6 Pineung,,
11.71.04.2007,,,,,,7 Lamgugob,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.71.04.2008,,,,,,8 Kopelma Darussalam,,
11.71.04.2009,,,,,,9 Rukoh,,
11.71.04.2010,,,,,,10 Peurada,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.71.05,,,,5Lueng Bata,-,9,,
11.71.05.2001,,,,,,1 Lueng Bata,,"Perbaikan nama sesuai Srt Ditjen Pemdes No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
11.71.05.2002,,,,,,2 Cot Mesjid,,
11.71.05.2003,,,,,,3 Panteriek,,
11.71.05.2004,,,,,,4 Blang Cut,,
11.71.05.2005,,,,,,5 Lamseupeung,,
11.71.05.2006,,,,,,6 Batoh,,
,,,,,,,,
