K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
18,LAMPUNG,,,,,,,
18.01,KAB. LAMPUNG SELATAN,,,17,4,256,"2.227,379","Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,,,,Padang Cermin,,,,"Menjadi wil. Kab. Pesawaran, UU No. 33/2007"
,,,,,,Banjaran,,
,,,,,,Bunut,,
,,,,,,Bunut Seberang,,
,,,,,,Durian,,
,,,,,,Gebang,,
,,,,,,Gunung Rejo,,
,,,,,,Hanura,,
,,,,,,Hurun,,
,,,,,,Hanau Berak,,
,,,,,,Paya,,
,,,,,,Padang Cermin,,
,,,,,,Sanggi,,
,,,,,,Sidodadi,,
,,,,,,Sumber Jaya,,
,,,,,,"Suka Jaya
Lempasing",,
,,,,,,Tambangan,,
,,,,,,Way Urang,,
,,,,,,Wates Way Ratai,,
,,,,,,Tanjung Agung,,
,,,,,,Pesawaran Indah,,
,,,,,,Harapan Jaya,,Perda No. 8/2006
,,,,,,Gayau,,Perbup. No. 16/2007
,,,,Kedondong,,,,"Menjadi wil. Kab. Pesawaran, UU No. 33/2007"
,,,,,,Penengahan,,
,,,,,,Sukajaya,,
,,,,,,Padang Cermin,,
,,,,,,Tanjung Kerta,,
,,,,,,Kota Jawa,,
,,,,,,Gunung Sari,,
,,,,,,Kubu Batu,,
,,,,,,Way Kepayang,,
,,,,,,Sukamaju,,
,,,,,,Kedondong,,
,,,,,,,,
