K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
36,BANTEN,,,,,,,
36.04,KAB. SERANG,,,29,0,326,"1.469,908","PP. No. 32 Tahun 2012
Luas Wilayah Definitif, PAWAP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,,,,Serang,,,,"Menjadi wil Kota Serang, UU No. 32/2007"
,,,,,Serang,,,
,,,,,Cipare,,,
,,,,,Sumur Pecung,,,
,,,,,Kota Baru,,,
,,,,,Lopang,,,
,,,,,Cimuncang,,,
,,,,,Unyur,,,
,,,,,Sukawana,,,
,,,,,Lontarbaru,,,
,,,,,Kali Gandu,,,
,,,,,Terondol,,,
,,,,,Kagungan,,,
,,,,Cipocok Jaya,,,,"Perda No. 10/2007, Menjadi wil Kota Serang, UU No. 32/2007"
,,,,,Cipocok Jaya,,,
,,,,,Karundang,,,
,,,,,Panancangan,,,
,,,,,Banjar Agung,,,
,,,,,Banjar Sari,,,
,,,,,Tembong,,,
,,,,,Dalung,,,
,,,,,Gelam,,,
,,,,Kasemen,,,,"Menjadi wil Kota Serang, UU No. 32/2007"
,,,,,,Kasemen,,
,,,,,,Mesjid Priyayi,,
,,,,,,Terumbu,,
,,,,,,Warung Jaud,,
,,,,,,Pulo Panjang,,"Menjadi wil. Kec. Pulo Ampel, Perda 10/2007"
,,,,,,Bendung,,
,,,,,,Banten,,
,,,,,,Sawah Luhur,,
,,,,,,Kilasah,,
,,,,,,Kasunyatan,,
,,,,,,Margaluyu,,
,,,,,,,,
