NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,11.07.03,1 Batee,,,,,,28,,,
,11.07.04,2 Delima,,,,,,44,,,
,11.07.05,3 Geumpang,,,,,,5,,,
,11.07.06,4 Glumpang Tiga,,,,,,34,,,"Perbaikan nama dari Geulumpang Tiga menjadi Glumpang
Tiga,Peraturan Bupati Pidie No 11 Tahun 2021 tanggal 5 februari
2021,Surat Bupati Pidie No 130/2365 tanggal 13 April 2021"
,11.07.07,5 Indrajaya,,,,,,49,,,"Perbaikan nama dari Indra Jaya menjadi Indrajaya,Peraturan Bupati
Pidie No 11 Tahun 2021 tanggal 5 februari 2021,Surat Bupati Pidie No
130/2365 tanggal 13 April 2021"
,11.07.08,6 Kembang Tanjong,,,,,,45,,,
,11.07.09,7 Kota Sigli,,,,,,15,,,
,11.07.11,8 Mila,,,,,,20,,,
,11.07.12,9 Muara Tiga,,,,,,18,,,
,11.07.13,10 Mutiara,,,,,,29,,,
,11.07.14,11 Padang Tiji,,,,,,64,,,
,11.07.15,12 Peukan Baro,,,,,,48,,,
,11.07.16,13 Pidie,,,,,,64,,,
,11.07.17,14 Sakti,,,,,,49,,,
,11.07.18,15 Simpang Tiga,,,,,,52,,,
,11.07.19,16 Tangse,,,,,,28,,,
,11.07.21,17 Tiro/Truseb,,,,,,19,,,
,11.07.22,18 Keumala,,,,,,18,,,"Perubahan nama Kec. Titeue Keumala, Perda No. 9/2007"
,11.07.24,19 Mutiara Timur,,,,,,48,,,
,11.07.25,20 Grong-grong,,,,,,15,,,
,11.07.27,21 Mane,,,,,,4,,,
,11.07.29,22 Glumpang Baro,,,,,,21,,,
,11.07.31,23 Titeue,,,,,,13,,,Qanun No. 9/2007
,11.08,8 KAB. ACEH UTARA,Lhoksukon,,,27,0,852,2.705,609.705,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,11.08.01,1 Baktiya,,,,,,57,,,
,11.08.02,2 Dewantara,,,,,,15,,,
,11.08.03,3 Kuta Makmur,,,,,,39,,,
,11.08.04,4 Lhoksukon,,,,,,75,,,
,11.08.05,5 Matangkuli,,,,,,49,,,
,11.08.06,6 Muara Batu,,,,,,24,,,
,11.08.07,7 Meurah Mulia,,,,,,50,,,
