K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
64,KALIMANTAN TIMUR,,,,,,,
64.71,KOTA BALIKPAPAN,,,6,34,0,"509,702","Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
64.71.01,,,,1Balikpapan Timur,4,-,,
64.71.01.1001,,,,,1Manggar,,,
64.71.01.1002,,,,,2Lamaru,,,
64.71.01.1003,,,,,3Teritip,,,
64.71.01.1004,,,,,4Manggar Baru,,,
64.71.02,,,,2Balikpapan Barat,6,-,,
64.71.02.1001,,,,,1Baru Ilir,,,
64.71.02.1002,,,,,2Baru Tengah,,,
64.71.02.1003,,,,,3Baru Ulu,,,
64.71.02.1004,,,,,4Kariangau,,,
64.71.02.1005,,,,,5Margo Mulyo,,,
64.71.02.1006,,,,,6Marga Sari,,,
64.71.03,,,,3Balikpapan Utara,6,-,,
64.71.03.1001,,,,,1Batu Ampar,,,
64.71.03.1002,,,,,2Gunungsamarinda,,,
64.71.03.1003,,,,,3Karang Joang,,,
64.71.03.1004,,,,,4Muararapak,,,
64.71.03.1005,,,,,"5Gunungsamarinda
Baru",,,"Pemekaran sebagian Kel. Gunungsamarinda, Perda No. 7/2012"
64.71.03.1006,,,,,6Graha Indah,,,"Pemekaran sebagian Kel. Batu Ampar, Perda No. 7/2012"
64.71.04,,,,4Balikpapan Tengah,6,-,,
64.71.04.1001,,,,,1Gunungsari Ulu,,,
64.71.04.1002,,,,,2Gunungsari Ilir,,,
64.71.04.1003,,,,,3Karang Rejo,,,
64.71.04.1004,,,,,4Karang Jati,,,
64.71.04.1005,,,,,5Mekar Sari,,,
64.71.04.1006,,,,,6Sumber Rejo,,,
64.71.05,,,,5Balikpapan Selatan,7,-,,
,,,,,Damai,,,"Menjadi wil kec. Balikpapan Kota, Perda No. 8/2012"
64.71.05.1002,,,,,1Sepinggan,,,
,,,,,Klandasan Ilir,,,"Menjadi wil kec. Balikpapan Kota, Perda No. 8/2012"
,,,,,Klandasan Ulu,,,"Menjadi wil kec. Balikpapan Kota, Perda No. 8/2012"
,,,,,Prapatan,,,"Menjadi wil kec. Balikpapan Kota, Perda No. 8/2012"
64.71.05.1006,,,,,2Gunungbahagia,,,
,,,,,Telaga Sari,,,"Menjadi wil kec. Balikpapan Kota, Perda No. 8/2012"
,,,,,,,,
