K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
18,LAMPUNG,,,,,,,
18.04,KAB. LAMPUNG BARAT,,,15,5,131,"2.107,993","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,,,,Pesisir Selatan,,,,"Menjadi wil Kab. Pesisir Barat, sesuai UU No. 18/2013"
,,,,,,"Negeri Ratu
Tenumbang",,
,,,,,,Sukarame,,
,,,,,,Pelita Jaya,,
,,,,,,Sumur Jaya,,
,,,,,,Tanjung Jati,,
,,,,,,Pagar Dalam,,
,,,,,,Tanjung Setia,,
,,,,,,Biha,,
,,,,,,Way Jambu,,
,,,,,,Marang,,
,,,,,,Tanjung Raya,,
,,,,,,Bangun Negara,,
,,,,,,Ulok Manik,,
,,,,,,Paku Negara,,
,,,,,,Tulung Bamban,,
,,,,Pesisir Tengah,,,,"Menjadi wil Kab. Pesisir Barat, sesuai UU No. 18/2013"
,,,,,,Balai Kencana,,"Menjadi wil Kec. Krui Selatan, Perda No. 2/2010"
,,,,,,Way Suluh,,"Menjadi wil Kec. Krui Selatan, Perda No. 2/2010"
,,,,,,Way Napal,,"Menjadi wil Kec. Krui Selatan, Perda No. 2/2010"
,,,,,,Padang Haluan,,"Menjadi wil Kec. Krui Selatan, Perda No. 2/2010"
,,,,,,Lintik,,"Menjadi wil Kec. Krui Selatan, Perda No. 2/2010"
,,,,,,Walur,,"Menjadi wil Kec. Krui Selatan, Perda No. 2/2010"
,,,,,,Pemerihan,,"Menjadi wil Kec. Krui Selatan, Perda No. 2/2010"
,,,,,,Way Redak,,
,,,,,,Seray,,
,,,,,,Kampung Jawa,,
,,,,,,Rawas,,
,,,,,Pasar Krui,,,
,,,,,,Suka Negara,,
,,,,,,Pajar Bulan,,"Menjadi wil Kec. Way Krui, Perda No. 2/2010"
,,,,,,Pahmungan,,
,,,,,,Bumi Waras,,"Menjadi wil Kec. Way Krui, Perda No. 2/2010"
,,,,,,Penggawa V Ilir,,"Menjadi wil Kec. Way Krui, Perda No. 2/2010"
,,,,,,,,
