K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
53,NUSA TENGGARA TIMUR,,,,,,,
53.20,KAB. SABU RAIJUA,,,6,5,58,"460,957","UU No. 51/2008.
Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
53.20.01,,,,1Sabu Barat,1,17,,Semula wil. Kab. Kupang
53.20.01.1001,,,,,1Mebba,,,
53.20.01.2002,,,,,,1 Menia,,
53.20.01.2003,,,,,,2 Raeloro,,
53.20.01.2004,,,,,,3 Naawawi,,
53.20.01.2005,,,,,,4 Teriwu,,
53.20.01.2006,,,,,,5 Raenalulu,,
53.20.01.2007,,,,,,6 Raedewa,,
53.20.01.2008,,,,,,7 Ledeana,,
53.20.01.2009,,,,,,8 Depe,,
53.20.01.2010,,,,,,9 Raemude,,
53.20.01.2011,,,,,,10 Raekore,,"Semula Raeloro (duplikasi). Menjadi Raekore sesuai Srt Pernyataan
Bupati No138/899/ADPUM-SR/XI/2015 tgl 11 Nov 2015"
53.20.01.2012,,,,,,11 Raenyale,,
53.20.01.2013,,,,,,12 Raemadia,,PMD
53.20.01.2014,,,,,,13 Delo,,PMD
53.20.01.2015,,,,,,14 Roboaba,,PMD
53.20.01.2016,,,,,,15 Djadu,,PMD
53.20.01.2017,,,,,,16 Ledekepaka,,PMD
53.20.01.2018,,,,,,17 Titinalede,,PMD
53.20.02,,,,2Sabu Tengah,-,8,,Semula wil. Kab. Kupang
53.20.02.2001,,,,,,1 Bebae,,
53.20.02.2002,,,,,,2 Tada,,
53.20.02.2003,,,,,,3 Matei,,
53.20.02.2004,,,,,,4 Loboaju,,
53.20.02.2005,,,,,,5 Eimadake,,
53.20.02.2006,,,,,,6 Jiwuwu,,
53.20.02.2007,,,,,,7 Eilode,,
53.20.02.2008,,,,,,8 Eimau,,
53.20.03,,,,3Sabu Timur,2,8,,Semula wil. Kab. Kupang
53.20.03.1001,,,,,1Bolou,,,
53.20.03.1002,,,,,2Limaggu,,,
53.20.03.2003,,,,,,1 Lobodei,,
53.20.03.2004,,,,,,2 Bodae,,
,,,,,,,,
