NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,35.27.11,11 Sokobanah,,,,,,12,,,
,35.27.12,12 Ketapang,,,,,,14,,,
,35.27.13,13 Pangarengan,,,,,,6,,,
,35.27.14,14 Karangpenang,,,,,,7,,,
,35.28,28 KAB. PAMEKASAN,Pamekasan,,,13,11,178,795,857.264,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,35.28.01,1 Tlanakan,,,,,,17,,,
,35.28.02,2 Pademawu,,,,,2,20,,,
,35.28.03,3 Galis,,,,,,10,,,
,35.28.04,4 Pamekasan,,,,,9,9,,,
,35.28.05,5 Proppo,,,,,,27,,,
,35.28.06,6 Palengaan,,,,,,12,,,"Koreksi nama Perbub No. 2/2013.
Perbaikan nama kecamatan semula Palenggaan menjadi Palengaan sesuai
Surat Bupati Pamekasan Tanggal 7 Juli 2022 No.
005/138/432.011/2022."
,35.28.07,7 Pegantenan,,,,,,13,,,
,35.28.08,8 Larangan,,,,,,14,,,
,35.28.09,9 Pakong,,,,,,12,,,
,35.28.10,10 Waru,,,,,,12,,,
,35.28.11,11 Batumarmar,,,,,,13,,,
,35.28.12,12 Kadur,,,,,,10,,,
,35.28.13,13 Pasean,,,,,,9,,,
,35.29,29 KAB. SUMENEP,Sumenep,,,27,4,330,2.084,1.135.441,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,35.29.01,1 Kota Sumenep,,,,,4,12,,,
,35.29.02,2 Kalianget,,,,,,7,,,
,35.29.03,3 Manding,,,,,,11,,,
,35.29.04,4 Talango,,,,,,8,,,
,35.29.05,5 Bluto,,,,,,20,,,
,35.29.06,6 Saronggi,,,,,,14,,,
,35.29.07,7 Lenteng,,,,,,20,,,
,35.29.08,8 Giliginting,,,,,,8,,,
,35.29.09,9 Guluk-Guluk,,,,,,12,,,
,35.29.10,10 Ganding,,,,,,14,,,
,35.29.11,11 Pragaan,,,,,,14,,,
,35.29.12,12 Ambunten,,,,,,15,,,
