K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.03.14.2023,,,,,,23 Seuneubok Punti,,
11.03.14.2024,,,,,,24 Seuneubok Jalan,,
11.03.14.2025,,,,,,25 Seuneubok Dalam,,
11.03.15,,,,15Banda Alam,-,16,,
11.03.15.2001,,,,,,1 Jalan Dua,,
11.03.15.2002,,,,,,2 Jambo Reuhat,,
11.03.15.2003,,,,,,3 Seuneubok Benteng,,
11.03.15.2004,,,,,,4 Seuneubok Pango,,
11.03.15.2005,,,,,,5 Seuneubok Simpang,,
11.03.15.2006,,,,,,6 Seuneubok Kandang,,
11.03.15.2007,,,,,,7 Ulee Jalan,,
11.03.15.2008,,,,,,8 Uram Jalan,,
11.03.15.2009,,,,,,9 Seuneubok Bayu,,
11.03.15.2010,,,,,,10 Blang Rambong,,
11.03.15.2011,,,,,,11 Buket Drien,,
11.03.15.2012,,,,,,12 Panton Rayeuk A,,
11.03.15.2013,,,,,,13 Panton Rayeuk B,,
11.03.15.2014,,,,,,14 Panton Rayeuk M,,
11.03.15.2015,,,,,,15 Panton Rayeuk T,,
11.03.15.2016,,,,,,16 Paya Laman,,
11.03.16,,,,16Peudawa,-,17,,
11.03.16.2001,,,,,,1 Gampong Keude,,
11.03.16.2002,,,,,,2 Meunasah Krueng,,
11.03.16.2003,,,,,,3 Kuta Baro,,
11.03.16.2004,,,,,,4 Alue Batee,,
11.03.16.2005,,,,,,5 Matang Rayeuk,,
11.03.16.2006,,,,,,6 Paya Bili Dua,,
11.03.16.2007,,,,,,7 Alue Ie Itam,,
11.03.16.2008,,,,,,8 Asan Rampak,,
11.03.16.2009,,,,,,9 Gampong Kuala,,
11.03.16.2010,,,,,,10 Paya Dua,,
11.03.16.2011,,,,,,11 Seuneubok Teungoh,,
11.03.16.2012,,,,,,12 Buket Kuta,,
11.03.16.2013,,,,,,13 Sama Dua,,
11.03.16.2014,,,,,,14 Blang Kuta,,
11.03.16.2015,,,,,,15 Blang Buket,,
11.03.16.2016,,,,,,16 Seuneubok Peunteut,,
11.03.16.2017,,,,,,17 Paya Bili Sa,,
11.03.17,,,,17Peureulak Timur,-,20,,
11.03.17.2001,,,,,,1 Babah Krueng,,
